"time","actor1","actor2","end_date","outcome","highact","hihost","fatlev"
1986-01-13,"LIB","USA",1986-04-15,"Yield B","Raid",4,"None"
1986-02-04,"ISR","LIB",1986-02-04,"Released","Raid",4,"None"
1986-02-15,"LIB","FRN",1987-09-11,"Ongoing","Raid",4,"None"
1986-02-15,"LIB","FRN",1987-09-11,"Statlemate","Raid",4,"None"
1986-03-02,"IRN","TUR",1986-03-02,"Statlemate","Raid",4,"None"
1986-03-13,"USA","RUS",1986-03-13,"Statlemate","Show of Ships",3,"None"
1986-04-06,"IRN","SAU",1986-05-01,"Statlemate","Raid",4,"None"
1986-08-27,"IRN","TUR",1986-08-27,"Statlemate","Threat to use force",2,"None"
1986-08-29,"IRN","SAU",1986-08-29,"Statlemate","Threat to blockade",2,"None"
1986-08-29,"IRN","KUW",1986-08-29,"Statlemate","Threat to blockade",2,"None"
1986-08-29,"IRN","QAT",1986-08-29,"Statlemate","Threat to blockade",2,"None"
1986-08-29,"IRN","UAE",1986-08-29,"Statlemate","Threat to blockade",2,"None"
1986-09-03,"IRN","RUS",1986-09-03,"Statlemate","Raid",4,"None"
1986-09-23,"IRN","UKG",1986-11-26,"Statlemate","Raid",4,"None"
1986-10-22,"IRN","KUW",1986-10-22,"Statlemate","Raid",4,"None"
1987-01-27,"USA","IRN",1988-07-03,"Ongoing","Raid",4,"None"
1987-01-27,"USA","IRN",1988-07-03,"Statlemate","Raid",4,"None"
1987-04-21,"RUS","IRN",1987-11-02,"Statlemate","Raid",4,"None"
1987-05-11,"IRN","KUW",1988-05-20,"Ongoing","Raid",4,"None"
1987-05-11,"IRN","KUW",1988-05-20,"Statlemate","Raid",4,"None"
1987-05-17,"IRQ","USA",1987-05-18,"Statlemate","Raid",4,"26-100"
1987-05-22,"IRN","QAT",1987-05-22,"Statlemate","Raid",4,"None"
1987-06-01,"IRN","TUR",1988-03-27,"Ongoing","Raid",4,"None"
1987-06-01,"IRN","TUR",1988-03-27,"Statlemate","Raid",4,"0-25"
1987-06-30,"IRN","FRN",1988-01-20,"Ongoing","Raid",4,"None"
1987-06-30,"IRN","FRN",1988-01-20,"Statlemate","Raid",4,"None"
1987-07-28,"SYR","IRQ",1987-07-28,"Statlemate","Raid",4,"None"
1987-08-02,"IRN","SAU",1988-04-24,"Ongoing","Raid",4,"None"
1987-08-02,"IRN","SAU",1988-04-24,"Statlemate","Raid",4,"None"
1987-08-21,"IRQ","TUR",1987-09-23,"Statlemate","Raid",4,"None"
1988-02-12,"IRQ","USA",1988-02-12,"Statlemate","Raid",4,"None"
1988-04-19,"IRN","UAE",1988-04-19,"Statlemate","Raid",4,"None"
1988-05-14,"IRQ","UKG",1988-05-14,"Statlemate","Raid",4,"None"
1988-07-02,"IRN","USA",1988-07-02,"Statlemate","Raid",4,"None"
1988-12-30,"USA","LIB",1989-01-04,"Ongoing","Raid",4,"None"
1988-12-30,"USA","LIB",1989-01-04,"Statlemate","Raid",4,"None"
1989-02-17,"IRQ","IRN",1989-03-13,"Statlemate","Raid",4,"0-25"
1989-06-03,"EGY","ISR",1989-06-03,"Statlemate","Raid",4,"None"
1989-10-21,"SYR","TUR",1989-10-21,"Statlemate","Raid",4,"None"
1989-10-25,"IRN","IRQ",1989-10-25,"Statlemate","Clash",4,"None"
1989-11-30,"FRN","LEB",1990-02-12,"Ongoing","Show of troops",3,"None"
1989-11-30,"FRN","LEB",1990-02-12,"Statlemate","Show of troops",3,"None"
1990-04-02,"IRQ","ISR",1991-02-28,"Ongoing","Raid",4,"None"
1990-04-02,"IRQ","ISR",1991-02-28,"Statlemate","Raid",4,"None"
1990-05-04,"ISR","JOR",1991-03-03,"Ongoing","Fortify border",3,"None"
1990-05-04,"ISR","JOR",1991-03-03,"Statlemate","Fortify border",3,"None"
1990-05-28,"IRQ","KUW",1990-08-03,"Win A","Raid",4,"1,000+"
1990-07-16,"IRQ","UAE",1991-03-03,"Ongoing","Raid",4,"None"
1990-07-16,"IRQ","UAE",1991-03-03,"Win B","Raid",4,"None"
1990-07-24,"IRQ","USA",1991-03-03,"Ongoing","Fortify border",3,"None"
1990-07-24,"IRQ","USA",1991-03-03,"Win B","Begin Interstate War",5,"1,000+"
1990-08-03,"IRQ","SAU",1991-03-03,"Ongoing","Fortify border",3,"None"
1990-08-03,"IRQ","SAU",1991-03-03,"Win B","Begin Interstate War",5,"1,000+"
1990-08-08,"IRQ","FRN",1991-03-03,"Ongoing","Fortify border",3,"None"
1990-08-08,"IRQ","FRN",1991-03-03,"Win B","Begin Interstate War",5,"1,000+"
1990-08-09,"JOR","USA",1991-03-03,"Ongoing","Threat to use force",2,"None"
1990-08-09,"JOR","USA",1991-03-03,"Statlemate","Threat to use force",2,"None"
1990-08-09,"IRQ","UKG",1991-03-03,"Ongoing","Fortify border",3,"None"
1990-08-09,"IRQ","UKG",1991-03-03,"Win B","Begin Interstate War",5,"1,000+"
1990-08-09,"JOR","UKG",1991-03-03,"Ongoing","Threat to use force",2,"None"
1990-08-09,"JOR","UKG",1991-03-03,"Statlemate","Threat to use force",2,"None"
1990-08-09,"JOR","FRN",1991-03-03,"Ongoing","Threat to use force",2,"None"
1990-08-09,"JOR","FRN",1991-03-03,"Statlemate","Threat to use force",2,"None"
1990-08-11,"IRQ","TUR",1991-03-03,"Ongoing","Show of troops",3,"None"
1990-08-11,"IRQ","TUR",1991-03-03,"Win B","Show of troops",3,"None"
1990-08-11,"IRQ","EGY",1991-03-03,"Ongoing","Fortify border",3,"None"
1990-08-11,"IRQ","EGY",1991-03-03,"Win B","Begin Interstate War",5,"1,000+"
1990-08-14,"IRQ","SYR",1991-03-03,"Ongoing","Fortify border",3,"None"
1990-08-14,"IRQ","SYR",1991-03-03,"Win B","Begin Interstate War",5,"1,000+"
1991-01-22,"IRQ","QAT",1991-03-03,"Win B","Raid",4,"None"
1991-03-15,"USA","IRQ",1991-12-31,"Unclear","Raid",4,"None"
1991-04-09,"UKG","IRQ",1991-10-10,"Unclear","Raid",4,"None"
1991-04-09,"FRN","IRQ",1991-10-10,"Unclear","Raid",4,"None"
1991-05-21,"IRN","USA",1991-05-21,"Statlemate","Raid",4,"None"
1991-08-05,"TUR","IRQ",1991-10-27,"Statlemate","Raid",4,"None"
1991-08-07,"IRQ","KUW",1991-08-29,"Statlemate","Raid",4,"None"
1991-10-04,"ISR","IRQ",1991-10-04,"Statlemate","Border violation",3,"None"
1992-04-05,"IRN","IRQ",1992-09-08,"Statlemate","Raid",4,"None"
1992-04-15,"IRN","UAE",1992-04-18,"Statlemate","Show of troops",3,"None"
1992-07-26,"USA","IRQ",1993-12-23,"Ongoing","Clash",4,"None"
1992-07-26,"USA","IRQ",1993-12-23,"Statlemate","Clash",4,"None"
1992-08-02,"KUW","IRQ",1993-01-17,"Ongoing","Clash",4,"None"
1992-08-02,"KUW","IRQ",1993-01-17,"Statlemate","Clash",4,"None"
1992-08-26,"UKG","IRQ",1993-01-18,"Ongoing","Clash",4,"None"
1992-08-26,"UKG","IRQ",1993-01-18,"Statlemate","Clash",4,"None"
1992-08-26,"FRN","IRQ",1993-01-21,"Ongoing","Clash",4,"None"
1992-08-26,"FRN","IRQ",1993-01-21,"Statlemate","Clash",4,"None"
1992-09-30,"SAU","QAT",1992-10-23,"Compromise","Occupation of territory",4,"None"
1992-10-07,"IRQ","KUW",1994-01-02,"Ongoing","Clash",4,"None"
1992-10-07,"IRQ","KUW",1994-01-02,"Ongoing","Clash",4,"None"
1992-10-07,"IRQ","KUW",1994-01-02,"Statlemate","Clash",4,"0-25"
1993-01-06,"RUS","IRQ",1993-01-14,"Unclear","Threat to use force",2,"None"
1993-01-11,"IRQ","USA",1993-01-20,"Statlemate","Threat to use force",2,"None"
1993-01-12,"IRQ","UKG",1993-01-13,"Statlemate","Threat to use force",2,"None"
1993-01-12,"IRQ","FRN",1993-01-13,"Statlemate","Threat to use force",2,"None"
1993-03-11,"EGY","IRN",1993-03-11,"Statlemate","Threat to use force",2,"None"
1993-03-13,"IRN","IRQ",1993-07-25,"Statlemate","Raid",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Ongoing","Clash",4,"None"
1993-04-06,"ISR","LEB",2006-09-08,"Compromise","Begin Interstate War",5,"101-250"
1993-06-26,"USA","IRQ",1993-06-28,"Statlemate","Raid",4,"None"
1993-07-01,"SAU","IRQ",1993-07-04,"Unclear","Raid",4,"None"
1993-07-12,"ISR","SYR",2001-07-01,"Ongoing","Clash",4,"None"
1993-07-12,"ISR","SYR",2001-07-01,"Ongoing","Clash",4,"None"
1993-07-12,"ISR","SYR",2001-07-01,"Ongoing","Clash",4,"None"
1993-07-12,"ISR","SYR",2001-07-01,"Ongoing","Clash",4,"None"
1993-07-12,"ISR","SYR",2001-07-01,"Ongoing","Clash",4,"None"
1993-07-12,"ISR","SYR",2001-07-01,"Ongoing","Clash",4,"None"
1993-07-12,"ISR","SYR",2001-07-01,"Ongoing","Clash",4,"None"
1993-07-12,"ISR","SYR",2001-07-01,"Ongoing","Clash",4,"None"
1993-07-12,"ISR","SYR",2001-07-01,"Statlemate","Clash",4,"0-25"
1993-09-07,"RUS","TUR",1993-09-07,"Unclear","Raid",4,"None"
1994-08-02,"USA","IRQ",1995-10-09,"Ongoing","Fortify border",3,"None"
1994-08-02,"USA","IRQ",1995-10-09,"Statlemate","Fortify border",3,"None"
1994-08-02,"KUW","IRQ",1995-10-09,"Ongoing","Fortify border",3,"None"
1994-08-02,"KUW","IRQ",1995-10-09,"Statlemate","Fortify border",3,"None"
1994-10-07,"UKG","IRQ",1994-10-20,"Statlemate","Fortify border",3,"None"
1994-10-09,"FRN","IRQ",1994-10-20,"Statlemate","Fortify border",3,"None"
1994-10-15,"UAE","IRQ",1994-10-20,"Statlemate","Fortify border",3,"None"
1994-11-06,"IRN","IRQ",1994-11-06,"Statlemate","Raid",4,"None"
1995-03-20,"TUR","IRQ",1995-07-10,"Statlemate","Occupation of territory",4,"None"
1995-06-27,"QAT","SAU",1995-06-28,"Statlemate","Alert",3,"None"
1996-06-01,"SYR","USA",1996-06-30,"Statlemate","Threat to use force",2,"None"
1996-06-01,"SYR","TUR",1996-06-30,"Statlemate","Fortify border",3,"None"
1996-06-26,"TUR","IRN",1996-06-26,"Statlemate","Raid",4,"None"
1996-07-13,"TUR","RUS",1996-07-13,"Statlemate","Raid",4,"None"
1996-07-27,"IRN","IRQ",1997-01-31,"Ongoing","Raid",4,"None"
1996-07-27,"IRN","IRQ",1997-01-31,"Statlemate","Raid",4,"None"
1996-08-30,"USA","IRQ",1996-11-04,"Yield B","Raid",4,"None"
1996-09-04,"KUW","IRQ",1996-09-06,"Yield B","Alert",3,"None"
1996-09-05,"TUR","IRQ",1999-02-17,"Ongoing","Raid",4,"None"
1996-09-05,"TUR","IRQ",1999-02-17,"Ongoing","Raid",4,"None"
1996-09-05,"TUR","IRQ",1999-02-17,"Ongoing","Raid",4,"None"
1996-09-05,"TUR","IRQ",1999-02-17,"Statlemate","Raid",4,"None"
1996-10-01,"KUW","IRQ",1997-09-25,"Ongoing","Clash",4,"None"
1996-10-01,"KUW","IRQ",1997-09-25,"Statlemate","Clash",4,"None"
1996-11-02,"UKG","IRQ",1996-11-02,"Yield B","Raid",4,"None"
1997-05-20,"SYR","TUR",1997-05-31,"Statlemate","Fortify border",3,"None"
1997-05-20,"IRN","TUR",1997-05-31,"Statlemate","Fortify border",3,"None"
1997-08-15,"USA","RUS",1997-08-31,"Statlemate","Seizure",4,"None"
1997-09-29,"IRN","IRQ",1998-04-30,"Ongoing","Raid",4,"None"
1997-09-29,"IRN","IRQ",1998-04-30,"Statlemate","Raid",4,"None"
1997-10-03,"USA","IRN",1997-10-03,"Yield B","Show of troops",3,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Win A","Begin Interstate War",5,"1,000+"
1997-11-04,"KUW","IRQ",1999-10-22,"Ongoing","Fortify border",3,"None"
1997-11-04,"KUW","IRQ",1999-10-22,"Ongoing","Fortify border",3,"None"
1997-11-04,"KUW","IRQ",1999-10-22,"Statlemate","Fortify border",3,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Win A","Begin Interstate War",5,"1,000+"
1998-10-01,"TUR","SYR",1998-10-31,"Win A","Show of troops",3,"None"
1998-12-17,"ISR","IRQ",1998-12-20,"Statlemate","Mobilization",3,"None"
1999-01-11,"KUW","IRQ",1999-01-14,"Statlemate","Alert",3,"None"
1999-01-21,"IRQ","KUW",1999-01-21,"Statlemate","Show of troops",3,"None"
1999-02-15,"TUR","IRQ",1999-02-15,"Statlemate","Threat to use force",2,"None"
1999-02-15,"SAU","IRQ",2001-08-24,"Ongoing","Clash",4,"None"
1999-02-15,"SAU","IRQ",2001-08-24,"Ongoing","Clash",4,"None"
1999-02-15,"SAU","IRQ",2001-08-24,"Statlemate","Clash",4,"0-25"
1999-04-08,"RUS","USA",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","UKG",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","FRN",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","TUR",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-15,"RUS","TUR",1999-04-30,"Statlemate","Show of troops",3,"None"
1999-06-10,"IRN","IRQ",1999-06-10,"Statlemate","Raid",4,"None"
1999-06-11,"UKG","RUS",1999-06-11,"Yield A","Alert",3,"None"
1999-07-18,"TUR","IRN",1999-07-18,"Statlemate","Raid",4,"None"
1999-09-29,"TUR","IRQ",1999-09-29,"Statlemate","Occupation of territory",4,"None"
1999-10-22,"FRN","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
1999-10-22,"EGY","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
1999-10-22,"JOR","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
1999-10-22,"UAE","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
2000-02-02,"USA","RUS",2000-04-30,"Released","Seizure",4,"None"
2000-06-18,"TUR","RUS",2000-09-13,"Statlemate","Clash",4,"0-25"
2000-07-25,"TUR","IRQ",2001-01-31,"Ongoing","Raid",4,"None"
2000-07-25,"TUR","IRQ",2001-01-31,"Statlemate","Raid",4,"None"
2000-08-10,"KUW","IRQ",2000-08-10,"Statlemate","Fortify border",3,"None"
2000-10-17,"RUS","USA",2000-11-09,"Statlemate","Show of troops",3,"None"
2000-11-01,"RUS","USA",2000-12-31,"Statlemate","Alert",3,"None"
2001-02-24,"KUW","IRQ",2003-03-18,"Ongoing","Fortify border",3,"None"
2001-02-24,"KUW","IRQ",2003-03-18,"Ongoing","Fortify border",3,"None"
2001-02-24,"KUW","IRQ",2003-03-18,"Statlemate","Fortify border",3,"None"
2001-08-24,"TUR","IRN",2001-08-25,"Statlemate","Show of troops",3,"None"
2001-08-25,"TUR","IRQ",2003-07-05,"Ongoing","Raid",4,"None"
2001-08-25,"TUR","IRQ",2003-07-05,"Ongoing","Raid",4,"None"
2001-08-25,"TUR","IRQ",2003-07-05,"Statlemate","Raid",4,"0-25"
