"time","actor1","actor2","end_date","outcome","highact","hihost","fatlev"
1958-11-07,"RUS","USA",1958-11-07,"Statlemate","Raid",4,"None"
1958-11-10,"EGY","ISR",1961-09-01,"Ongoing","Raid",4,"None"
1958-11-10,"EGY","ISR",1961-09-01,"Ongoing","Raid",4,"None"
1958-11-10,"EGY","ISR",1961-09-01,"Ongoing","Raid",4,"None"
1958-11-10,"EGY","ISR",1961-09-01,"Statlemate","Raid",4,"26-100"
1959-03-10,"IRQ","EGY",1959-03-15,"Statlemate","Raid",4,"None"
1959-03-16,"RUS","IRN",1959-06-18,"Statlemate","Border violation",3,"None"
1959-04-23,"JOR","EGY",1959-04-24,"Statlemate","Raid",4,"None"
1959-05-24,"ISR","EGY",1959-08-20,"Released","Seizure",4,"None"
1959-06-07,"TUR","EGY",1959-08-04,"Statlemate","Raid",4,"None"
1959-08-15,"ISR","JOR",1961-08-20,"Ongoing","Clash",4,"None"
1959-08-15,"ISR","JOR",1961-08-20,"Ongoing","Clash",4,"None"
1959-08-15,"ISR","JOR",1961-08-20,"Statlemate","Clash",4,"26-100"
1959-09-22,"IRN","IRQ",1960-01-21,"Ongoing","Raid",4,"None"
1959-09-22,"IRN","IRQ",1960-01-21,"Statlemate","Raid",4,"0-25"
1959-10-01,"EGY","IRQ",1959-10-01,"Statlemate","Show of troops",3,"None"
1959-10-07,"EGY","ISR",1960-08-22,"Ongoing","Raid",4,"None"
1959-10-07,"EGY","ISR",1960-08-22,"Statlemate","Raid",4,"None"
1959-12-15,"EGY","JOR",1959-12-15,"Statlemate","Clash",4,"None"
1960-05-01,"USA","RUS",1960-07-18,"Released","Raid",4,"None"
1960-05-08,"TUR","RUS",1960-05-30,"Released","Raid",4,"None"
1960-07-06,"EGY","ISR",1960-07-13,"Released","Seizure",4,"None"
1960-07-09,"RUS","USA",1961-04-26,"Ongoing","Show of troops",3,"None"
1960-07-09,"RUS","USA",1961-04-26,"Statlemate","Show of troops",3,"None"
1960-09-26,"JOR","EGY",1960-09-30,"Statlemate","Raid",4,"None"
1961-02-12,"EGY","ISR",1961-08-15,"Statlemate","Raid",4,"None"
1961-04-02,"RUS","USA",1961-04-20,"Statlemate","Alert",3,"None"
1961-06-25,"IRQ","KUW",1962-02-28,"Ongoing","Raid",4,"None"
1961-06-25,"IRQ","KUW",1962-02-28,"Statlemate","Raid",4,"None"
1961-06-26,"IRQ","UKG",1962-02-28,"Ongoing","Raid",4,"None"
1961-06-26,"IRQ","UKG",1962-02-28,"Statlemate","Raid",4,"None"
1961-06-29,"IRQ","IRN",1961-06-29,"Statlemate","Raid",4,"None"
1961-07-01,"IRQ","SAU",1962-02-28,"Ongoing","Raid",4,"None"
1961-07-01,"IRQ","SAU",1962-02-28,"Statlemate","Raid",4,"None"
1961-07-25,"USA","RUS",1961-10-28,"Statlemate","Blockade",4,"None"
1961-08-13,"UKG","RUS",1961-10-28,"Statlemate","Blockade",4,"None"
1961-08-13,"FRN","RUS",1961-10-28,"Statlemate","Blockade",4,"None"
1961-09-10,"IRQ","EGY",1962-02-28,"Ongoing","Raid",4,"None"
1961-09-10,"IRQ","EGY",1962-02-28,"Statlemate","Raid",4,"None"
1961-09-10,"IRQ","JOR",1962-02-28,"Ongoing","Raid",4,"None"
1961-09-10,"IRQ","JOR",1962-02-28,"Statlemate","Raid",4,"None"
1961-09-27,"SYR","ISR",1966-11-27,"Ongoing","Raid",4,"None"
1961-09-27,"SYR","ISR",1966-11-27,"Ongoing","Raid",4,"None"
1961-09-27,"SYR","ISR",1966-11-27,"Ongoing","Raid",4,"None"
1961-09-27,"SYR","ISR",1966-11-27,"Ongoing","Raid",4,"None"
1961-09-27,"SYR","ISR",1966-11-27,"Ongoing","Raid",4,"None"
1961-09-27,"SYR","ISR",1966-11-27,"Statlemate","Raid",4,"26-100"
1961-10-15,"SYR","ISR",1963-09-08,"Ongoing","Raid",4,"None"
1961-10-15,"SYR","ISR",1963-09-08,"Ongoing","Raid",4,"None"
1961-10-15,"SYR","ISR",1963-09-08,"Statlemate","Raid",4,"26-100"
1962-01-28,"USA","RUS",1962-12-12,"Yield B","Raid",4,"None"
1962-02-14,"RUS","USA",1962-08-14,"Statlemate","Show of planes",3,"None"
1962-02-26,"USA","RUS",1962-02-26,"Statlemate","Show of troops",3,"None"
1962-03-30,"TUR","SYR",1962-03-30,"Statlemate","Clash",4,"0-25"
1962-05-05,"RUS","UKG",1962-11-24,"Compromise","Show of planes",3,"None"
1962-05-12,"RUS","USA",1962-05-24,"Compromise","Show of planes",3,"None"
1962-06-14,"JOR","ISR",1962-07-04,"Statlemate","Clash",4,"0-25"
1962-07-09,"IRQ","TUR",1962-08-19,"Statlemate","Raid",4,"0-25"
1962-08-17,"RUS","TUR",1962-08-17,"Statlemate","Raid",4,"None"
1962-10-01,"SAU","EGY",1963-12-22,"Ongoing","Clash",4,"None"
1962-10-01,"SAU","EGY",1963-12-22,"Statlemate","Clash",4,"None"
1962-10-05,"SAU","YAR",1963-12-22,"Ongoing","Clash",4,"None"
1962-10-05,"SAU","YAR",1963-12-22,"Statlemate","Clash",4,"None"
1962-10-21,"JOR","EGY",1962-12-22,"Statlemate","Clash",4,"None"
1962-10-21,"JOR","YAR",1962-12-22,"Statlemate","Clash",4,"None"
1962-10-22,"YAR","UKG",1965-06-30,"Ongoing","Raid",4,"None"
1962-10-22,"YAR","UKG",1965-06-30,"Ongoing","Raid",4,"None"
1962-10-22,"YAR","UKG",1965-06-30,"Ongoing","Raid",4,"None"
1962-10-22,"YAR","UKG",1965-06-30,"Statlemate","Raid",4,"None"
1962-11-11,"USA","EGY",1962-12-15,"Statlemate","Clash",4,"None"
1962-11-11,"USA","YAR",1962-12-15,"Statlemate","Clash",4,"None"
1963-01-29,"YAR","UKG",1963-02-27,"Win A","Raid",4,"0-25"
1963-02-05,"SYR","LEB",1963-02-05,"Statlemate","Border violation",3,"None"
1963-03-15,"RUS","USA",1963-03-15,"Statlemate","Border violation",3,"None"
1963-04-02,"RUS","USA",1963-04-02,"Statlemate","Raid",4,"None"
1963-07-23,"EGY","ISR",1963-07-23,"Statlemate","Clash",4,"None"
1963-08-19,"SYR","LEB",1963-11-08,"Compromise","Raid",4,"0-25"
1963-08-25,"JOR","ISR",1965-09-05,"Ongoing","Clash",4,"None"
1963-08-25,"JOR","ISR",1965-09-05,"Statlemate","Clash",4,"None"
1963-08-25,"JOR","ISR",1965-09-05,"Statlemate","Clash",4,"0-25"
1963-11-21,"RUS","IRN",1963-11-21,"Statlemate","Raid",4,"None"
1964-01-28,"USA","RUS",1964-03-27,"Released","Raid",4,"0-25"
1964-02-25,"USA","RUS",1965-04-18,"Ongoing","Show of troops",3,"None"
1964-02-25,"USA","RUS",1965-04-18,"Win B","Show of troops",3,"None"
1964-04-22,"EGY","ISR",1965-03-03,"Ongoing","Seizure",4,"None"
1964-04-22,"EGY","ISR",1965-03-03,"Statlemate","Seizure",4,"None"
1964-07-17,"RUS","USA",1964-07-17,"Statlemate","Raid",4,"None"
1964-09-01,"SAU","EGY",1964-09-01,"Statlemate","Threat to use force",2,"None"
1964-12-19,"EGY","USA",1964-12-19,"Statlemate","Raid",4,"None"
1965-04-06,"EGY","SAU",1965-08-24,"Compromise","Raid",4,"None"
1965-05-27,"SYR","TUR",1965-05-27,"Statlemate","Clash",4,"0-25"
1965-05-28,"RUS","UKG",1965-05-28,"Statlemate","Border violation",3,"None"
1965-07-28,"IRQ","TUR",1965-07-28,"Statlemate","Raid",4,"None"
1965-08-04,"YAR","SAU",1965-08-24,"Compromise","Mobilization",3,"None"
1965-10-28,"ISR","LEB",1965-10-28,"Statlemate","Raid",4,"None"
1965-12-18,"IRQ","IRN",1966-01-12,"Ongoing","Raid",4,"None"
1965-12-18,"IRQ","IRN",1966-01-12,"Statlemate","Raid",4,"0-25"
1966-02-18,"EGY","ISR",1966-11-29,"Statlemate","Raid",4,"None"
1966-02-24,"JOR","SYR",1966-12-29,"Statlemate","Raid",4,"0-25"
1966-05-01,"EGY","SAU",1967-05-14,"Ongoing","Raid",4,"None"
1966-05-01,"EGY","SAU",1967-05-14,"Statlemate","Raid",4,"None"
1966-05-01,"YAR","SAU",1967-05-14,"Ongoing","Threat to use force",2,"None"
1966-05-01,"YAR","SAU",1967-05-14,"Statlemate","Threat to use force",2,"None"
1966-05-23,"IRQ","IRN",1966-05-23,"Statlemate","Raid",4,"None"
1966-07-15,"RUS","USA",1966-07-15,"Statlemate","Raid",4,"None"
1966-09-17,"SYR","ISR",1966-11-27,"Statlemate","Raid",4,"None"
1966-09-24,"EGY","ISR",1966-11-27,"Statlemate","Raid",4,"None"
1966-10-10,"JOR","ISR",1966-10-10,"Statlemate","Raid",4,"None"
1966-12-16,"SYR","ISR",1967-06-10,"Ongoing","Threat to declare war",2,"None"
1966-12-16,"SYR","ISR",1967-06-10,"Win B","Begin Interstate War",5,"1,000+"
1966-12-31,"YAR","UKG",1967-04-22,"Ongoing","Raid",4,"None"
1966-12-31,"YAR","UKG",1967-04-22,"Statlemate","Raid",4,"None"
1967-01-15,"SAU","ISR",1967-01-15,"Statlemate","Show of Ships",3,"None"
1967-03-02,"USA","RUS",1967-03-22,"Statlemate","Seizure",4,"None"
1967-04-20,"IRQ","KUW",1967-04-30,"Statlemate","Border violation",3,"None"
1967-04-28,"USA","RUS",1967-04-28,"Statlemate","Show of planes",3,"None"
1967-04-30,"UKG","RUS",1967-04-30,"Statlemate","Seizure",4,"None"
1967-05-10,"RUS","USA",1967-05-17,"Statlemate","Raid",4,"None"
1967-05-14,"EGY","ISR",1967-06-10,"Win B","Begin Interstate War",5,"1,000+"
1967-05-17,"IRQ","ISR",1967-06-10,"Win B","Begin Interstate War",5,"1,000+"
1967-05-17,"JOR","ISR",1967-06-10,"Win B","Begin Interstate War",5,"1,000+"
1967-05-17,"SAU","ISR",1967-06-10,"Win B","Raid",4,"1,000+"
1967-05-17,"KUW","ISR",1967-06-10,"Win B","Mobilization",3,"1,000+"
1967-05-23,"RUS","ISR",1967-06-19,"Statlemate","Threat to use force",2,"None"
1967-06-10,"RUS","USA",1967-06-19,"Statlemate","Show of Ships",3,"None"
1967-06-15,"SYR","ISR",1967-11-27,"Statlemate","Clash",4,"None"
1967-06-26,"ISR","EGY",1970-08-07,"Ongoing","Clash",4,"None"
1967-06-26,"ISR","EGY",1970-08-07,"Ongoing","Clash",4,"None"
1967-06-26,"ISR","EGY",1970-08-07,"Ongoing","Begin Interstate War",5,"None"
1967-06-26,"ISR","EGY",1970-08-07,"Statlemate","Begin Interstate War",5,"1,000+"
1967-07-15,"ISR","JOR",1970-08-07,"Ongoing","Clash",4,"None"
1967-07-15,"ISR","JOR",1970-08-07,"Ongoing","Clash",4,"None"
1967-07-15,"ISR","JOR",1970-08-07,"Ongoing","Clash",4,"None"
1967-07-15,"ISR","JOR",1970-08-07,"Statlemate","Clash",4,"101-250"
1968-02-13,"USA","EGY",1968-02-13,"Statlemate","Show of planes",3,"None"
1968-05-12,"ISR","LEB",1968-06-15,"Statlemate","Raid",4,"None"
1968-09-03,"SYR","ISR",1971-10-17,"Ongoing","Clash",4,"None"
1968-09-03,"SYR","ISR",1971-10-17,"Ongoing","Clash",4,"None"
1968-09-03,"SYR","ISR",1971-10-17,"Ongoing","Clash",4,"None"
1968-09-03,"SYR","ISR",1971-10-17,"Statlemate","Clash",4,"None"
1969-04-06,"IRQ","IRN",1969-06-13,"Statlemate","Raid",4,"None"
1969-04-18,"RUS","USA",1969-04-27,"Statlemate","Show of Ships",3,"None"
1969-05-01,"SYR","LEB",1969-11-13,"Compromise","Clash",4,"None"
1969-09-14,"IRN","IRQ",1969-09-14,"Statlemate","Clash",4,"26-100"
1969-11-05,"YAR","SAU",1970-01-13,"Ongoing","Raid",4,"None"
1969-11-05,"YAR","SAU",1970-01-13,"Statlemate","Raid",4,"None"
1969-11-26,"YPR","SAU",1969-12-12,"Statlemate","Raid",4,"0-25"
1970-01-20,"IRQ","IRN",1970-02-05,"Statlemate","Seizure",4,"None"
1970-04-18,"ISR","RUS",1970-07-30,"Statlemate","Clash",4,"1,000+"
1970-06-11,"IRQ","USA",1970-09-26,"Statlemate","Fortify border",3,"101-250"
1970-06-11,"SYR","USA",1970-09-26,"Statlemate","Show of Ships",3,"None"
1970-06-11,"SYR","JOR",1970-09-26,"Win B","Raid",4,"101-250"
1970-06-11,"SYR","ISR",1970-09-26,"Win B","Mobilization",3,"None"
1970-08-02,"IRQ","JOR",1970-09-26,"Win B","Fortify border",3,"None"
1970-08-08,"EGY","ISR",1971-10-17,"Ongoing","Raid",4,"None"
1970-08-08,"EGY","ISR",1971-10-17,"Statlemate","Raid",4,"None"
1970-09-18,"RUS","USA",1970-09-26,"Statlemate","Show of planes",3,"None"
1970-09-18,"RUS","UKG",1970-09-26,"Statlemate","Show of planes",3,"None"
1970-10-21,"USA","RUS",1970-11-10,"Released","Seizure",4,"None"
1971-04-14,"IRN","IRQ",1971-05-31,"Statlemate","Clash",4,"0-25"
1971-07-20,"SYR","JOR",1971-08-13,"Statlemate","Clash",4,"None"
1971-10-18,"SYR","ISR",1973-10-24,"Ongoing","Mobilization",3,"None"
1971-10-18,"SYR","ISR",1973-10-24,"Ongoing","Mobilization",3,"None"
1971-10-18,"SYR","ISR",1973-10-24,"Win B","Begin Interstate War",5,"1,000+"
1971-10-25,"YAR","YPR",1972-10-28,"Ongoing","Raid",4,"None"
1971-10-25,"YAR","YPR",1972-10-28,"Compromise","Raid",4,"None"
1971-11-06,"RUS","ISR",1971-11-06,"Statlemate","Border violation",3,"None"
1971-11-17,"EGY","ISR",1973-10-24,"Ongoing","Mobilization",3,"None"
1971-11-17,"EGY","ISR",1973-10-24,"Ongoing","Mobilization",3,"None"
1971-11-17,"EGY","ISR",1973-10-24,"Win B","Begin Interstate War",5,"1,000+"
1971-11-30,"IRN","IRQ",1972-06-03,"Ongoing","Clash",4,"None"
1971-11-30,"IRN","IRQ",1972-06-03,"Statlemate","Clash",4,"0-25"
1972-01-17,"USA","RUS",1972-01-22,"Statlemate","Seizure",4,"None"
1972-12-21,"IRQ","KUW",1973-04-08,"Ongoing","Clash",4,"None"
1972-12-21,"IRQ","KUW",1973-04-08,"Yield A","Clash",4,"0-25"
1973-01-02,"IRQ","IRN",1975-03-13,"Ongoing","Raid",4,"None"
1973-01-02,"IRQ","IRN",1975-03-13,"Ongoing","Raid",4,"None"
1973-01-02,"IRQ","IRN",1975-03-13,"Compromise","Raid",4,"101-250"
1973-02-21,"ISR","LIB",1973-02-21,"Statlemate","Raid",4,"None"
1973-03-21,"LIB","USA",1973-03-21,"Statlemate","Raid",4,"None"
1973-03-28,"IRQ","SAU",1973-04-08,"Yield A","Clash",4,"0-25"
1973-10-06,"JOR","ISR",1973-10-24,"Win B","Begin Interstate War",5,"1,000+"
1973-10-09,"USA","RUS",1973-10-31,"Statlemate","Alert",3,"None"
1973-10-09,"ISR","RUS",1973-10-31,"Statlemate","Alert",3,"None"
1973-10-10,"IRQ","ISR",1973-10-24,"Win B","Begin Interstate War",5,"1,000+"
1973-10-10,"SAU","ISR",1973-10-24,"Win B","Begin Interstate War",5,"1,000+"
1973-10-25,"EGY","ISR",1975-07-25,"Ongoing","Clash",4,"None"
1973-10-25,"EGY","ISR",1975-07-25,"Ongoing","Clash",4,"None"
1973-10-25,"EGY","ISR",1975-07-25,"Statlemate","Clash",4,"None"
1973-11-07,"SYR","ISR",1974-05-31,"Ongoing","Raid",4,"None"
1973-11-07,"SYR","ISR",1974-05-31,"Win B","Raid",4,"None"
1974-04-12,"ISR","LEB",1975-12-05,"Ongoing","Raid",4,"None"
1974-04-12,"ISR","LEB",1975-12-05,"Statlemate","Raid",4,"None"
1974-04-15,"ISR","EGY",1974-12-18,"Statlemate","Raid",4,"None"
1974-06-08,"SYR","ISR",1975-10-20,"Ongoing","Seizure",4,"None"
1974-06-08,"SYR","ISR",1975-10-20,"Statlemate","Seizure",4,"None"
1974-08-02,"RUS","ISR",1974-08-28,"Statlemate","Border violation",3,"None"
1975-03-07,"IRQ","KUW",1975-06-05,"Compromise","Raid",4,"None"
1975-08-04,"EGY","LIB",1975-10-12,"Statlemate","Raid",4,"None"
1975-10-15,"EGY","ISR",1976-03-06,"Ongoing","Threat to use force",2,"None"
1975-10-15,"EGY","ISR",1976-03-06,"Statlemate","Threat to use force",2,"None"
1975-11-26,"ISR","SYR",1977-09-23,"Ongoing","Raid",4,"None"
1975-11-26,"ISR","SYR",1977-09-23,"Ongoing","Raid",4,"None"
1975-11-26,"ISR","SYR",1977-09-23,"Statlemate","Raid",4,"None"
1976-04-05,"SYR","UKG",1976-04-05,"Statlemate","Raid",4,"None"
1976-04-12,"SAU","ISR",1976-04-13,"Released","Seizure",4,"None"
1976-06-06,"IRQ","SYR",1976-11-25,"Compromise","Show of troops",3,"None"
1976-08-31,"ISR","USA",1976-09-06,"Compromise","Clash",4,"None"
1976-11-25,"IRN","YPR",1976-11-25,"Statlemate","Raid",4,"None"
1977-04-09,"USA","RUS",1977-04-10,"Released","Seizure",4,"None"
1977-07-12,"EGY","LIB",1977-09-10,"Statlemate","Clash",4,"101-250"
1977-09-20,"LEB","ISR",1978-06-13,"Ongoing","Clash",4,"None"
1977-09-20,"LEB","ISR",1978-06-13,"Unclear","Clash",4,"101-250"
1977-11-14,"ISR","EGY",1977-11-19,"Statlemate","Alert",3,"None"
1978-04-15,"LIB","FRN",1980-03-08,"Ongoing","Clash",4,"None"
1978-04-15,"LIB","FRN",1980-03-08,"Ongoing","Clash",4,"None"
1978-04-15,"LIB","FRN",1980-03-08,"Win A","Clash",4,"None"
1978-06-21,"IRN","RUS",1978-06-21,"Statlemate","Raid",4,"0-25"
1978-07-01,"ISR","SYR",1978-07-11,"Statlemate","Clash",4,"None"
1978-07-02,"YPR","YAR",1979-03-17,"Ongoing","Clash",4,"None"
1978-07-02,"YPR","YAR",1979-03-17,"Compromise","Clash",4,"None"
1978-08-06,"EGY","LIB",1978-08-08,"Statlemate","Alert",3,"None"
1978-11-19,"RUS","USA",1979-01-02,"Ongoing","Show of Ships",3,"None"
1978-11-19,"RUS","USA",1979-01-02,"Yield B","Show of Ships",3,"None"
1979-02-09,"LIB","EGY",1979-05-13,"Statlemate","Show of troops",3,"None"
1979-02-27,"IRQ","IRN",1979-06-19,"Statlemate","Raid",4,"None"
1979-06-27,"SYR","ISR",1980-02-28,"Ongoing","Raid",4,"None"
1979-06-27,"SYR","ISR",1980-02-28,"Statlemate","Raid",4,"0-25"
1979-07-03,"ISR","EGY",1979-07-03,"Compromise","Show of planes",3,"None"
1979-08-09,"RUS","USA",1979-08-10,"Released","Seizure",4,"None"
1979-08-13,"USA","LIB",1979-08-13,"Statlemate","Show of Ships",3,"None"
1979-08-31,"RUS","USA",1979-11-20,"Statlemate","Show of troops",3,"None"
1979-10-24,"IRQ","IRN",1988-07-31,"Ongoing","Raid",4,"None"
1979-10-24,"IRQ","IRN",1988-07-31,"Ongoing","Begin Interstate War",5,"None"
1979-10-24,"IRQ","IRN",1988-07-31,"Ongoing","Begin Interstate War",5,"None"
1979-10-24,"IRQ","IRN",1988-07-31,"Ongoing","Begin Interstate War",5,"None"
1979-10-24,"IRQ","IRN",1988-07-31,"Ongoing","Begin Interstate War",5,"None"
1979-10-24,"IRQ","IRN",1988-07-31,"Ongoing","Begin Interstate War",5,"None"
1979-10-24,"IRQ","IRN",1988-07-31,"Ongoing","Begin Interstate War",5,"None"
1979-10-24,"IRQ","IRN",1988-07-31,"Ongoing","Begin Interstate War",5,"None"
1979-10-24,"IRQ","IRN",1988-07-31,"Ongoing","Begin Interstate War",5,"None"
1979-10-24,"IRQ","IRN",1988-07-31,"Win B","Begin Interstate War",5,"1,000+"
1979-11-04,"IRN","USA",1981-01-21,"Ongoing","Raid",4,"None"
1979-11-04,"IRN","USA",1981-01-21,"Ongoing","Raid",4,"None"
1979-11-04,"IRN","USA",1981-01-21,"Released","Raid",4,"None"
1980-01-19,"RUS","IRN",1980-03-04,"Statlemate","Show of troops",3,"None"
1980-01-27,"FRN","LIB",1980-01-30,"Statlemate","Show of Ships",3,"None"
1980-02-03,"SAU","YAR",1980-02-15,"Statlemate","Clash",4,"0-25"
1980-03-13,"USA","RUS",1980-03-19,"Statlemate","Show of Ships",3,"None"
1980-03-13,"UKG","RUS",1980-03-19,"Statlemate","Show of Ships",3,"None"
1980-03-14,"EGY","LIB",1980-12-08,"Statlemate","Fortify border",3,"None"
1980-08-24,"SYR","ISR",1981-07-25,"Ongoing","Clash",4,"None"
1980-08-24,"SYR","ISR",1981-07-25,"Statlemate","Clash",4,"0-25"
1980-08-24,"LEB","ISR",1981-07-25,"Ongoing","Clash",4,"None"
1980-08-24,"LEB","ISR",1981-07-25,"Statlemate","Clash",4,"0-25"
1980-11-13,"IRN","KUW",1980-11-16,"Statlemate","Raid",4,"None"
1980-11-26,"SYR","JOR",1981-01-08,"Ongoing","Show of troops",3,"None"
1980-11-26,"SYR","JOR",1981-01-08,"Statlemate","Show of troops",3,"None"
1980-12-09,"SYR","ISR",1981-01-08,"Ongoing","Show of troops",3,"None"
1980-12-09,"SYR","ISR",1981-01-08,"Statlemate","Show of troops",3,"None"
1980-12-13,"FRN","LIB",1981-11-15,"Ongoing","Show of troops",3,"None"
1980-12-13,"FRN","LIB",1981-11-15,"Statlemate","Show of troops",3,"None"
1981-05-12,"USA","RUS",1981-05-14,"Released","Seizure",4,"None"
1981-06-07,"ISR","IRQ",1981-06-07,"Win A","Border violation",3,"None"
1981-08-18,"USA","LIB",1981-08-21,"Statlemate","Raid",4,"None"
1981-08-20,"EGY","LIB",1981-08-21,"Statlemate","Raid",4,"None"
1981-09-21,"IRN","TUR",1981-09-21,"Statlemate","Clash",4,"0-25"
1981-10-01,"IRN","KUW",1981-10-01,"Statlemate","Raid",4,"None"
1981-11-09,"ISR","SAU",1981-11-09,"Statlemate","Border violation",3,"None"
1981-11-09,"LIB","USA",1981-12-06,"Statlemate","Show of planes",3,"None"
1981-11-09,"LIB","EGY",1981-12-06,"Statlemate","Show of planes",3,"None"
1981-12-28,"ISR","IRQ",1982-01-03,"Ongoing","Border violation",3,"None"
1981-12-28,"ISR","IRQ",1982-01-03,"Statlemate","Border violation",3,"None"
1982-02-03,"USA","LIB",1982-02-03,"Statlemate","Show of planes",3,"None"
1982-02-22,"SYR","JOR",1982-02-24,"Statlemate","Raid",4,"None"
1982-03-03,"LIB","USA",1982-03-03,"Statlemate","Threat to use force",2,"None"
1982-04-11,"ISR","LEB",1985-06-05,"Ongoing","Raid",4,"None"
1982-04-11,"ISR","LEB",1985-06-05,"Ongoing","Raid",4,"None"
1982-04-11,"ISR","LEB",1985-06-05,"Ongoing","Raid",4,"None"
1982-04-11,"ISR","LEB",1985-06-05,"Yield B","Raid",4,"1,000+"
1982-04-13,"SYR","IRQ",1982-04-13,"Statlemate","Show of planes",3,"None"
1982-06-05,"ISR","SYR",1982-06-10,"Win A","Begin Interstate War",5,"1,000+"
1982-09-30,"RUS","USA",1983-01-24,"Ongoing","Occupation of territory",4,"None"
1982-09-30,"RUS","USA",1983-01-24,"Statlemate","Occupation of territory",4,"None"
1982-10-04,"SYR","ISR",1984-06-14,"Ongoing","Raid",4,"None"
1982-10-04,"SYR","ISR",1984-06-14,"Ongoing","Raid",4,"None"
1982-10-04,"SYR","ISR",1984-06-14,"Statlemate","Raid",4,"None"
1982-12-03,"USA","YPR",1982-12-07,"Statlemate","Show of troops",3,"None"
1982-12-16,"RUS","USA",1982-12-16,"Statlemate","Show of planes",3,"None"
1983-01-20,"EGY","ISR",1983-01-21,"Yield A","Show of troops",3,"None"
1983-02-17,"LIB","USA",1983-02-20,"Yield B","Show of planes",3,"None"
1983-02-18,"LIB","EGY",1983-02-20,"Yield A","Show of planes",3,"None"
1983-02-26,"USA","IRN",1983-07-26,"Statlemate","Raid",4,"None"
1983-04-30,"RUS","IRN",1983-04-30,"Statlemate","Raid",4,"None"
1983-08-01,"USA","LIB",1983-08-10,"Statlemate","Show of planes",3,"None"
1983-08-02,"LIB","USA",1983-08-24,"Statlemate","Raid",4,"None"
1983-08-09,"LIB","FRN",1984-10-20,"Ongoing","Raid",4,"None"
1983-08-09,"LIB","FRN",1984-10-20,"Statlemate","Raid",4,"None"
1983-08-16,"EGY","ISR",1985-07-05,"Ongoing","Seizure",4,"None"
1983-08-16,"EGY","ISR",1985-07-05,"Ongoing","Seizure",4,"None"
1983-08-16,"EGY","ISR",1985-07-05,"Released","Seizure",4,"None"
1983-09-03,"SYR","USA",1984-04-01,"Ongoing","Clash",4,"None"
1983-09-03,"SYR","USA",1984-04-01,"Statlemate","Clash",4,"None"
1983-11-24,"RUS","USA",1984-05-20,"Ongoing","Show of planes",3,"None"
1983-11-24,"RUS","USA",1984-05-20,"Statlemate","Show of planes",3,"None"
1983-12-28,"SAU","YAR",1984-01-16,"Ongoing","Clash",4,"None"
1983-12-28,"SAU","YAR",1984-01-16,"Statlemate","Clash",4,"None"
1984-02-19,"USA","IRN",1984-04-30,"Statlemate","Show of Ships",3,"None"
1984-03-08,"LIB","EGY",1984-03-19,"Yield A","Raid",4,"None"
1984-03-08,"IRQ","UKG",1984-03-08,"Statlemate","Raid",4,"None"
1984-03-19,"LIB","USA",1984-03-19,"Yield B","Raid",4,"None"
1984-04-26,"IRN","SAU",1984-07-05,"Statlemate","Raid",4,"None"
1984-05-09,"IRN","SAU",1984-07-23,"Statlemate","Raid",4,"None"
1984-05-14,"IRN","KUW",1984-07-23,"Statlemate","Raid",4,"None"
1984-05-29,"IRN","QAT",1984-06-01,"Statlemate","Raid",4,"None"
1984-05-29,"IRN","UAE",1984-06-01,"Statlemate","Raid",4,"None"
1984-06-03,"IRQ","TUR",1984-06-03,"Statlemate","Raid",4,"None"
1984-07-10,"IRN","UKG",1984-10-24,"Statlemate","Raid",4,"None"
1984-08-22,"FRN","LIB",1984-08-22,"Statlemate","Seizure",4,"None"
1984-09-12,"RUS","USA",1984-09-19,"Released","Seizure",4,"None"
1985-02-19,"IRQ","KUW",1985-02-19,"Statlemate","Raid",4,"None"
1985-02-20,"IRN","KUW",1985-02-20,"Statlemate","Raid",4,"None"
1985-02-21,"IRN","SAU",1985-02-21,"Statlemate","Raid",4,"None"
1985-03-19,"IRN","UKG",1985-03-19,"Statlemate","Raid",4,"None"
1985-03-24,"USA","RUS",1985-09-07,"Statlemate","Raid",4,"0-25"
1985-06-13,"SYR","ISR",1986-08-07,"Ongoing","Raid",4,"None"
1985-06-13,"SYR","ISR",1986-08-07,"Statlemate","Raid",4,"0-25"
1985-07-10,"IRQ","TUR",1985-07-13,"Statlemate","Raid",4,"None"
1985-08-28,"LIB","EGY",1985-12-02,"Statlemate","Alert",3,"None"
1985-09-24,"LIB","USA",1985-09-30,"Statlemate","Show of Ships",3,"None"
1985-10-18,"IRN","FRN",1985-10-18,"Statlemate","Show of Ships",3,"None"
1985-11-16,"IRN","USA",1986-03-14,"Ongoing","Show of Ships",3,"None"
1985-11-16,"IRN","USA",1986-03-14,"Yield B","Show of Ships",3,"None"
1985-11-16,"IRN","UKG",1986-01-14,"Ongoing","Show of Ships",3,"None"
1985-11-16,"IRN","UKG",1986-01-14,"Yield B","Show of Ships",3,"None"
1985-11-16,"IRN","SAU",1986-03-16,"Ongoing","Show of Ships",3,"None"
1985-11-16,"IRN","SAU",1986-03-16,"Yield A","Show of Ships",3,"None"
1985-11-16,"IRN","KUW",1986-03-16,"Ongoing","Alert",3,"None"
1985-11-16,"IRN","KUW",1986-03-16,"Yield A","Alert",3,"None"
1986-01-07,"RUS","USA",1986-01-07,"Statlemate","Show of Ships",3,"None"
1986-01-13,"IRN","USA",1986-01-14,"Statlemate","Raid",4,"None"
