"time","actor1","actor2","end_date","outcome","highact","hihost","fatlev"
1878-10-15,"CHL","ARG",1878-11-26,"Statlemate","Seizure",4,"None"
1878-11-08,"CHL","BOL",1880-06-22,"Ongoing","Seizure",4,"None"
1878-11-08,"CHL","BOL",1880-06-22,"Ongoing","Begin Interstate War",5,"None"
1878-11-08,"CHL","BOL",1880-06-22,"Win A","Begin Interstate War",5,"1,000+"
1879-02-15,"CHL","PER",1883-10-20,"Ongoing","Begin Interstate War",5,"None"
1879-02-15,"CHL","PER",1883-10-20,"Ongoing","Begin Interstate War",5,"None"
1879-02-15,"CHL","PER",1883-10-20,"Ongoing","Begin Interstate War",5,"None"
1879-02-15,"CHL","PER",1883-10-20,"Ongoing","Begin Interstate War",5,"None"
1879-02-15,"CHL","PER",1883-10-20,"Win A","Begin Interstate War",5,"1,000+"
1879-03-25,"JPN","CHN",1879-09-20,"Win A","Occupation of territory",4,"None"
1879-05-01,"ARG","CHL",1879-06-16,"Compromise","Occupation of territory",4,"None"
1880-02-01,"USA","MEX",1880-02-28,"Compromise","Show of Ships",3,"None"
1880-03-01,"RUS","CHN",1880-07-31,"Compromise","Show of troops",3,"None"
1880-05-01,"ARG","UKG",1880-12-31,"Unclear","Seizure",4,"None"
1880-06-07,"UKG","TUR",1881-02-25,"Ongoing","Show of Ships",3,"None"
1880-06-07,"UKG","TUR",1881-02-25,"Yield B","Show of Ships",3,"None"
1880-06-16,"GRC","TUR",1881-02-25,"Ongoing","Mobilization",3,"None"
1880-06-16,"GRC","TUR",1881-02-25,"Yield B","Mobilization",3,"None"
1880-07-01,"FRN","TUR",1880-11-25,"Yield B","Show of Ships",3,"None"
1880-09-14,"GMY","TUR",1880-11-25,"Yield B","Show of Ships",3,"None"
1880-09-14,"AUH","TUR",1880-11-25,"Yield B","Show of Ships",3,"None"
1880-09-14,"ITA","TUR",1880-11-25,"Yield B","Show of Ships",3,"None"
1880-09-14,"RUS","TUR",1880-11-25,"Yield B","Show of Ships",3,"None"
1881-01-01,"UKG","USA",1881-01-31,"Yield B","Show of Ships",3,"None"
1881-01-01,"UKG","VEN",1881-07-31,"Yield B","Show of Ships",3,"None"
1881-03-01,"TUR","FRN",1881-08-31,"Yield B","Show of troops",3,"None"
1881-07-12,"CHN","FRN",1881-08-31,"Statlemate","Show of troops",3,"None"
1882-02-27,"USA","HAI",1882-02-27,"Compromise","Threat to use force",2,"None"
1882-03-01,"TUR","GRC",1882-04-30,"Statlemate","Clash",4,"None"
1882-04-25,"FRN","CHN",1882-06-17,"Statlemate","Show of troops",3,"None"
1882-07-03,"UKG","EGY",1882-09-15,"Win A","Begin Interstate War",5,"1,000+"
1882-07-03,"FRN","EGY",1882-07-10,"Win A","Alert",3,"None"
1882-07-31,"JPN","CHN",1882-08-28,"Statlemate","Show of troops",3,"None"
1883-01-22,"USA","CHL",1883-03-15,"Statlemate","Threat to use force",2,"None"
1883-01-22,"UKG","CHL",1883-01-22,"Statlemate","Threat to use force",2,"None"
1883-01-22,"FRN","CHL",1883-01-22,"Statlemate","Threat to use force",2,"None"
1883-01-22,"ITA","CHL",1883-01-22,"Statlemate","Threat to use force",2,"None"
1883-04-14,"CHN","FRN",1885-06-09,"Ongoing","Clash",4,"None"
1883-04-14,"CHN","FRN",1885-06-09,"Ongoing","Begin Interstate War",5,"None"
1883-04-14,"CHN","FRN",1885-06-09,"Win A","Begin Interstate War",5,"1,000+"
1883-07-01,"AUH","ROM",1883-07-01,"Yield B","Threat to use force",2,"None"
1883-07-01,"HAI","UKG",1884-05-28,"Ongoing","Raid",4,"None"
1883-07-01,"HAI","UKG",1884-05-28,"Statlemate","Raid",4,"None"
1884-03-01,"CHL","PER",1884-03-04,"Yield B","Alert",3,"None"
1884-03-01,"CHL","BOL",1884-04-04,"Yield B","Blockade",4,"None"
1884-12-04,"JPN","CHN",1885-04-18,"Ongoing","Clash",4,"None"
1884-12-04,"JPN","CHN",1885-04-18,"Statlemate","Clash",4,"26-100"
1885-02-28,"GUA","SAL",1885-04-15,"Win B","Begin Interstate War",5,"1,000+"
1885-03-01,"GUA","MEX",1885-03-31,"Win A","Mobilization",3,"None"
1885-03-10,"GUA","USA",1885-03-31,"Win A","Show of Ships",3,"None"
1885-03-12,"UKG","RUS",1885-05-22,"Compromise","Mobilization",3,"None"
1885-05-25,"GRC","TUR",1886-06-07,"Ongoing","Clash",4,"None"
1885-05-25,"GRC","TUR",1886-06-07,"Yield A","Clash",4,"None"
1885-07-01,"ITA","COL",1886-05-24,"Ongoing","Seizure",4,"None"
1885-07-01,"ITA","COL",1886-05-24,"Released","Seizure",4,"None"
1885-10-01,"USA","JPN",1885-11-30,"Statlemate","Show of Ships",3,"None"
1885-10-01,"UKG","JPN",1885-11-30,"Statlemate","Show of Ships",3,"None"
1885-10-01,"CHN","JPN",1885-11-30,"Statlemate","Show of Ships",3,"None"
1885-11-01,"GMY","FRN",1885-11-30,"Statlemate","Threat to use force",2,"None"
1886-04-26,"UKG","GRC",1886-06-07,"Yield B","Blockade",4,"None"
1886-04-26,"GMY","GRC",1886-06-07,"Yield B","Blockade",4,"None"
1886-04-26,"AUH","GRC",1886-06-07,"Yield B","Blockade",4,"None"
1886-04-26,"ITA","GRC",1886-06-07,"Yield B","Blockade",4,"None"
1886-04-26,"RUS","GRC",1886-06-07,"Yield B","Blockade",4,"None"
1886-06-30,"MEX","USA",1886-08-24,"Released","Seizure",4,"None"
1886-08-10,"PAR","BOL",1886-08-10,"Yield B","Fortify border",3,"None"
1886-10-01,"UKG","VEN",1887-04-30,"Ongoing","Occupation of territory",4,"None"
1886-10-01,"UKG","VEN",1887-04-30,"Win A","Occupation of territory",4,"None"
1887-03-26,"UKG","HAI",1887-04-30,"Yield B","Show of Ships",3,"None"
1887-04-20,"GMY","FRN",1887-04-28,"Released","Seizure",4,"None"
1887-05-22,"RUS","TUR",1887-05-22,"Statlemate","Threat to occupy terr.",2,"None"
1887-12-23,"PAR","BOL",1888-02-13,"Ongoing","Seizure",4,"None"
1887-12-23,"PAR","BOL",1888-02-13,"Yield B","Seizure",4,"None"
1888-02-01,"FRN","UKG",1888-03-31,"Statlemate","Show of Ships",3,"None"
1888-02-01,"FRN","ITA",1888-03-31,"Statlemate","Show of Ships",3,"None"
1888-03-01,"FRN","AUH",1888-03-31,"Statlemate","Show of Ships",3,"None"
1888-07-01,"GRC","TUR",1888-07-31,"Statlemate","Fortify border",3,"None"
1888-10-16,"HAI","USA",1888-12-20,"Released","Seizure",4,"None"
1888-12-18,"GMY","USA",1889-03-16,"Ongoing","Clash",4,"None"
1888-12-18,"GMY","USA",1889-03-16,"Statlemate","Clash",4,"None"
1888-12-18,"GMY","UKG",1889-03-16,"Ongoing","Clash",4,"None"
1888-12-18,"GMY","UKG",1889-03-16,"Statlemate","Clash",4,"None"
1889-09-20,"USA","HAI",1889-09-30,"Statlemate","Show of Ships",3,"None"
1889-12-29,"UKG","POR",1890-01-10,"Ongoing","Show of Ships",3,"None"
1889-12-29,"UKG","POR",1890-01-10,"Compromise","Show of Ships",3,"None"
1890-06-23,"GUA","SAL",1890-08-25,"Statlemate","Clash",4,"26-100"
1890-07-27,"SPN","GUA",1890-08-25,"Statlemate","Show of Ships",3,"None"
1890-10-14,"ITA","UKG",1891-03-24,"Ongoing","Show of troops",3,"None"
1890-10-14,"ITA","UKG",1891-03-24,"Compromise","Show of troops",3,"None"
1891-02-02,"UKG","CHL",1891-06-24,"Statlemate","Show of Ships",3,"None"
1891-02-02,"FRN","CHL",1891-06-24,"Statlemate","Show of Ships",3,"None"
1891-02-21,"USA","HAI",1891-04-22,"Yield A","Show of Ships",3,"None"
1891-07-01,"RUS","CHN",1892-10-31,"Ongoing","Occupation of territory",4,"None"
1891-07-01,"RUS","CHN",1892-10-31,"Yield B","Occupation of territory",4,"None"
1891-08-01,"PER","ECU",1891-08-31,"Statlemate","Border violation",3,"None"
1891-12-01,"USA","CHL",1892-01-25,"Ongoing","Threat to use force",2,"None"
1891-12-01,"USA","CHL",1892-01-25,"Yield B","Threat to use force",2,"None"
1893-02-04,"FRN","THI",1893-10-03,"Win A","Clash",4,"1,000+"
1893-07-01,"FRN","UKG",1893-08-03,"Win A","Show of Ships",3,"None"
1893-09-01,"MEX","USA",1893-09-30,"Statlemate","Clash",4,"None"
1893-09-01,"PER","ECU",1894-01-23,"Ongoing","Seizure",4,"None"
1893-09-01,"PER","ECU",1894-01-23,"Released","Seizure",4,"None"
1893-10-02,"SPN","MOR",1894-01-31,"Ongoing","Raid",4,"None"
1893-10-02,"SPN","MOR",1894-01-31,"Yield B","Raid",4,"None"
1893-12-23,"FRN","UKG",1893-12-23,"Statlemate","Clash",4,"None"
1894-06-05,"JPN","CHN",1895-03-30,"Ongoing","Begin Interstate War",5,"None"
1894-06-05,"JPN","CHN",1895-03-30,"Win A","Begin Interstate War",5,"1,000+"
1895-01-01,"UKG","BRA",1895-07-31,"Yield B","Occupation of territory",4,"None"
1895-01-10,"FRN","DOM",1895-03-11,"Compromise","Show of Ships",3,"None"
1895-02-11,"FRN","USA",1895-03-11,"Compromise","Show of Ships",3,"None"
1895-03-08,"SPN","USA",1895-03-08,"Statlemate","Raid",4,"None"
1895-04-23,"FRN","JPN",1895-04-23,"Yield B","Threat to use force",2,"None"
1895-04-23,"GMY","JPN",1895-04-23,"Yield B","Threat to use force",2,"None"
1895-04-23,"RUS","JPN",1895-07-01,"Yield B","Show of Ships",3,"None"
1895-05-11,"FRN","BRA",1895-05-25,"Statlemate","Border violation",3,"None"
1895-10-15,"UKG","TUR",1895-12-31,"Yield B","Show of Ships",3,"None"
1896-04-03,"COL","USA",1896-04-21,"Released","Seizure",4,"None"
1896-05-18,"UKG","GRC",1896-07-06,"Statlemate","Show of Ships",3,"None"
1896-05-18,"FRN","GRC",1896-07-06,"Statlemate","Show of Ships",3,"None"
1896-05-18,"GMY","GRC",1896-07-06,"Statlemate","Show of Ships",3,"None"
1896-05-18,"AUH","GRC",1896-07-06,"Statlemate","Show of Ships",3,"None"
1896-05-18,"ITA","GRC",1896-07-06,"Statlemate","Show of Ships",3,"None"
1896-05-18,"RUS","GRC",1896-07-06,"Statlemate","Show of Ships",3,"None"
1896-06-01,"FRN","BRA",1896-12-31,"Compromise","Clash",4,"None"
1896-12-01,"FRN","UKG",1898-06-14,"Ongoing","Clash",4,"None"
1896-12-01,"FRN","UKG",1898-06-14,"Ongoing","Clash",4,"None"
1896-12-01,"FRN","UKG",1898-06-14,"Compromise","Clash",4,"None"
1896-12-01,"GRC","TUR",1897-05-19,"Ongoing","Occupation of territory",4,"None"
1896-12-01,"GRC","TUR",1897-05-19,"Win B","Begin Interstate War",5,"1,000+"
1896-12-06,"GMY","HAI",1896-12-06,"Released","Show of Ships",3,"None"
1897-02-15,"UKG","GRC",1897-08-15,"Yield B","Raid",4,"None"
1897-02-15,"UKG","TUR",1897-08-15,"Yield B","Raid",4,"None"
1897-02-15,"FRN","GRC",1897-08-15,"Yield B","Raid",4,"None"
1897-02-15,"FRN","TUR",1897-08-15,"Yield B","Raid",4,"None"
1897-02-15,"GMY","GRC",1897-08-15,"Yield B","Raid",4,"None"
1897-02-15,"GMY","TUR",1897-08-15,"Yield B","Raid",4,"None"
1897-02-15,"AUH","GRC",1897-08-15,"Yield B","Raid",4,"None"
1897-02-15,"AUH","TUR",1897-08-15,"Yield B","Raid",4,"None"
1897-02-15,"ITA","GRC",1897-08-15,"Yield B","Raid",4,"None"
1897-02-15,"ITA","TUR",1897-08-15,"Yield B","Raid",4,"None"
1897-02-15,"RUS","GRC",1897-08-15,"Yield B","Raid",4,"None"
1897-02-15,"RUS","TUR",1897-08-15,"Yield B","Raid",4,"None"
1897-10-01,"CHL","ARG",1898-09-22,"Ongoing","Fortify border",3,"None"
1897-10-01,"CHL","ARG",1898-09-22,"Yield A","Fortify border",3,"None"
1897-10-11,"UKG","POR",1897-10-11,"Yield B","Threat to blockade",2,"None"
1897-11-14,"GMY","CHN",1898-03-06,"Ongoing","Clash",4,"None"
1897-11-14,"GMY","CHN",1898-03-06,"Win A","Clash",4,"None"
1897-12-25,"JPN","RUS",1898-02-05,"Ongoing","Show of Ships",3,"None"
1897-12-25,"JPN","RUS",1898-02-05,"Yield B","Show of Ships",3,"None"
1898-01-03,"USA","SPN",1898-08-12,"Win A","Begin Interstate War",5,"1,000+"
1898-03-24,"RUS","CHN",1898-03-24,"Statlemate","Threat to use force",2,"None"
1898-03-24,"FRN","CHN",1898-04-10,"Win A","Clash",4,"None"
1898-03-25,"UKG","CHN",1898-04-01,"Yield B","Show of Ships",3,"None"
1898-07-14,"ITA","COL",1898-08-14,"Yield B","Show of Ships",3,"None"
1898-09-06,"UKG","TUR",1898-10-05,"Yield B","Raid",4,"None"
1898-09-06,"FRN","TUR",1898-10-05,"Yield B","Threat to use force",2,"None"
1898-09-18,"UKG","FRN",1898-11-04,"Yield B","Show of troops",3,"None"
1898-10-05,"ITA","TUR",1898-10-05,"Yield B","Threat to use force",2,"None"
1898-10-05,"RUS","TUR",1898-10-05,"Yield B","Threat to use force",2,"None"
1899-02-24,"ITA","CHN",1899-04-30,"Statlemate","Show of Ships",3,"None"
1899-04-01,"PER","COL",1899-10-31,"Win A","Occupation of territory",4,"None"
1899-12-28,"UKG","GMY",1900-01-15,"Ongoing","Seizure",4,"None"
1899-12-28,"UKG","GMY",1900-01-15,"Released","Seizure",4,"None"
1900-01-01,"USA","DOM",1900-02-09,"Yield B","Show of Ships",3,"None"
1900-01-01,"FRN","DOM",1900-02-09,"Yield B","Threat to blockade",2,"None"
1900-03-16,"RUS","JPN",1900-04-30,"Yield B","Mobilization",3,"None"
1900-05-01,"ARG","CHL",1902-04-06,"Ongoing","Clash",4,"None"
1900-05-01,"ARG","CHL",1902-04-06,"Ongoing","Clash",4,"None"
1900-05-01,"ARG","CHL",1902-04-06,"Compromise","Clash",4,"None"
1900-05-30,"USA","CHN",1900-08-16,"Win A","Begin Interstate War",5,"1,000+"
1900-05-30,"UKG","CHN",1900-08-16,"Win A","Begin Interstate War",5,"1,000+"
1900-05-30,"FRN","CHN",1900-08-16,"Win A","Begin Interstate War",5,"1,000+"
1900-05-30,"GMY","CHN",1900-08-16,"Win A","Raid",4,"1,000+"
1900-05-30,"AUH","CHN",1900-08-16,"Win A","Raid",4,"1,000+"
1900-05-30,"ITA","CHN",1900-08-16,"Win A","Raid",4,"1,000+"
1900-05-30,"RUS","CHN",1900-08-16,"Win A","Begin Interstate War",5,"1,000+"
1900-05-30,"JPN","CHN",1900-08-16,"Win A","Begin Interstate War",5,"1,000+"
1900-07-30,"RUS","CHN",1900-10-10,"Yield B","Begin Interstate War",5,"1,000+"
1900-09-17,"COL","VEN",1901-11-16,"Ongoing","Clash",4,"None"
1900-09-17,"COL","VEN",1901-11-16,"Statlemate","Clash",4,"None"
1901-01-22,"VEN","UKG",1902-02-28,"Ongoing","Seizure",4,"None"
1901-01-22,"VEN","UKG",1902-02-28,"Statlemate","Seizure",4,"None"
1901-02-01,"HAI","DOM",1901-06-17,"Compromise","Alert",3,"None"
1901-12-01,"PER","ECU",1905-01-29,"Ongoing","Seizure",4,"None"
1901-12-01,"PER","ECU",1905-01-29,"Ongoing","Seizure",4,"None"
1901-12-01,"PER","ECU",1905-01-29,"Ongoing","Seizure",4,"None"
1901-12-01,"PER","ECU",1905-01-29,"Ongoing","Seizure",4,"None"
1901-12-01,"PER","ECU",1905-01-29,"Statlemate","Seizure",4,"26-100"
1902-06-04,"COL","VEN",1902-11-25,"Win B","Clash",4,"None"
1902-06-19,"BRA","BOL",1903-04-30,"Ongoing","Blockade",4,"None"
1902-06-19,"BRA","BOL",1903-04-30,"Win A","Blockade",4,"None"
1902-07-01,"USA","UKG",1903-01-24,"Ongoing","Show of troops",3,"None"
1902-07-01,"USA","UKG",1903-01-24,"Compromise","Show of troops",3,"None"
1902-07-23,"UKG","VEN",1903-02-19,"Ongoing","Raid",4,"None"
1902-07-23,"UKG","VEN",1903-02-19,"Compromise","Raid",4,"None"
1902-09-20,"RUS","TUR",1902-10-02,"Yield B","Show of Ships",3,"None"
1902-10-21,"PER","BRA",1904-07-12,"Ongoing","Clash",4,"None"
1902-10-21,"PER","BRA",1904-07-12,"Ongoing","Clash",4,"None"
1902-10-21,"PER","BRA",1904-07-12,"Compromise","Clash",4,"26-100"
1902-12-07,"GMY","VEN",1903-02-19,"Ongoing","Raid",4,"None"
1902-12-07,"GMY","VEN",1903-02-19,"Compromise","Raid",4,"None"
1902-12-08,"UKG","USA",1903-02-19,"Ongoing","Raid",4,"None"
1902-12-08,"UKG","USA",1903-02-19,"Compromise","Raid",4,"None"
1902-12-08,"GMY","USA",1903-02-19,"Ongoing","Raid",4,"None"
1902-12-08,"GMY","USA",1903-02-19,"Compromise","Raid",4,"None"
1902-12-16,"ITA","USA",1903-02-19,"Ongoing","Blockade",4,"None"
1902-12-16,"ITA","USA",1903-02-19,"Compromise","Blockade",4,"None"
1902-12-16,"ITA","VEN",1903-02-19,"Ongoing","Seizure",4,"None"
1902-12-16,"ITA","VEN",1903-02-19,"Compromise","Seizure",4,"None"
1903-02-04,"USA","BRA",1903-02-04,"Statlemate","Threat to use force",2,"None"
1903-04-18,"RUS","CHN",1904-04-28,"Ongoing","Occupation of territory",4,"None"
1903-04-18,"RUS","CHN",1904-04-28,"Statlemate","Occupation of territory",4,"None"
1903-06-29,"RUS","JPN",1905-09-15,"Ongoing","Show of troops",3,"None"
1903-06-29,"RUS","JPN",1905-09-15,"Ongoing","Begin Interstate War",5,"None"
1903-06-29,"RUS","JPN",1905-09-15,"Win B","Begin Interstate War",5,"1,000+"
1903-10-01,"USA","UKG",1903-10-20,"Yield B","Threat to use force",2,"None"
1903-11-02,"USA","COL",1904-01-25,"Ongoing","Blockade",4,"None"
1903-11-02,"USA","COL",1904-01-25,"Win A","Blockade",4,"None"
1904-05-31,"USA","MOR",1904-06-28,"Released","Show of Ships",3,"None"
1904-06-01,"FRN","MOR",1904-06-28,"Released","Show of Ships",3,"None"
1904-06-12,"UKG","MOR",1904-06-28,"Released","Show of Ships",3,"None"
1904-09-01,"AUH","ITA",1904-10-31,"Statlemate","Mobilization",3,"None"
1904-10-21,"RUS","UKG",1904-11-05,"Yield B","Raid",4,"None"
1905-01-01,"USA","DOM",1905-01-31,"Yield B","Show of Ships",3,"None"
1905-01-11,"UKG","TUR",1905-12-06,"Yield B","Occupation of territory",4,"None"
1905-01-11,"FRN","TUR",1905-12-06,"Yield B","Occupation of territory",4,"None"
1905-01-11,"AUH","TUR",1905-12-06,"Yield B","Occupation of territory",4,"None"
1905-01-11,"ITA","TUR",1905-12-06,"Yield B","Occupation of territory",4,"None"
1905-01-11,"RUS","TUR",1905-12-06,"Yield B","Occupation of territory",4,"None"
1905-03-01,"ARG","CHL",1905-03-31,"Statlemate","Show of Ships",3,"None"
1905-07-01,"USA","CHN",1906-03-06,"Ongoing","Show of Ships",3,"None"
1905-07-01,"USA","CHN",1906-03-06,"Statlemate","Show of Ships",3,"None"
1905-10-01,"FRN","VEN",1905-12-31,"Statlemate","Show of Ships",3,"None"
1906-01-01,"BOL","PAR",1906-01-30,"Compromise","Fortify border",3,"None"
1906-02-01,"TUR","UKG",1906-05-12,"Yield B","Occupation of territory",4,"None"
1906-05-28,"GUA","NIC",1906-06-30,"Win A","Show of Ships",3,"None"
1906-06-01,"BOL","PER",1906-12-31,"Statlemate","Occupation of territory",4,"None"
1906-07-09,"GUA","SAL",1906-07-20,"Win A","Begin Interstate War",5,"1,000+"
1906-07-13,"GUA","HON",1906-07-20,"Win A","Begin Interstate War",5,"1,000+"
1907-01-05,"HON","NIC",1907-11-13,"Win B","Begin Interstate War",5,"1,000+"
1907-03-12,"SAL","NIC",1907-11-13,"Win B","Begin Interstate War",5,"1,000+"
1907-03-25,"FRN","MOR",1908-03-23,"Ongoing","Clash",4,"None"
1907-03-25,"FRN","MOR",1908-03-23,"Win A","Clash",4,"None"
1907-06-30,"HON","GUA",1907-11-13,"Statlemate","Clash",4,"None"
1907-08-05,"TUR","IRN",1908-08-20,"Ongoing","Clash",4,"None"
1907-08-05,"TUR","IRN",1908-08-20,"Statlemate","Clash",4,"None"
1907-08-08,"SPN","MOR",1908-03-23,"Ongoing","Clash",4,"None"
1907-08-08,"SPN","MOR",1908-03-23,"Win A","Clash",4,"None"
1907-10-01,"PER","COL",1907-10-31,"Statlemate","Raid",4,"None"
1907-10-01,"JPN","CHN",1907-11-20,"Statlemate","Threat to use force",2,"None"
1908-04-02,"ITA","TUR",1908-04-20,"Yield B","Show of Ships",3,"None"
1908-04-16,"RUS","IRN",1908-06-17,"Statlemate","Raid",4,"None"
1908-08-01,"NTH","VEN",1908-12-23,"Yield B","Seizure",4,"None"
1908-10-05,"TUR","BUL",1909-04-19,"Ongoing","Raid",4,"None"
1908-10-05,"TUR","BUL",1909-04-19,"Yield B","Raid",4,"None"
1908-10-06,"YUG","AUH",1909-03-31,"Ongoing","Clash",4,"None"
1908-10-06,"YUG","AUH",1909-03-31,"Yield B","Clash",4,"None"
1909-01-03,"USA","NIC",1909-05-25,"Compromise","Raid",4,"None"
1909-03-12,"SAL","NIC",1909-05-25,"Compromise","Raid",4,"None"
1909-03-14,"MEX","NIC",1909-05-25,"Compromise","Raid",4,"None"
1909-03-15,"HON","NIC",1909-05-25,"Compromise","Raid",4,"None"
1909-04-22,"JPN","CHN",1909-09-04,"Yield B","Clash",4,"0-25"
1909-05-09,"SPN","MOR",1910-03-23,"Ongoing","Begin Interstate War",5,"None"
1909-05-09,"SPN","MOR",1910-03-23,"Win A","Begin Interstate War",5,"1,000+"
1909-07-07,"CHL","ARG",1909-07-07,"Statlemate","Show of Ships",3,"None"
1909-07-17,"RUS","IRN",1910-01-17,"Ongoing","Show of troops",3,"None"
1909-07-17,"RUS","IRN",1910-01-17,"Statlemate","Show of troops",3,"None"
1909-08-01,"TUR","GRC",1909-08-31,"Statlemate","Show of Ships",3,"None"
1909-10-01,"GMY","HAI",1910-04-30,"Ongoing","Show of Ships",3,"None"
1909-10-01,"GMY","HAI",1910-04-30,"Yield B","Show of Ships",3,"None"
1910-02-01,"PER","ECU",1910-12-31,"Yield B","Blockade",4,"None"
1910-03-15,"UKG","IRN",1910-10-14,"Yield B","Show of Ships",3,"None"
1910-05-01,"USA","NIC",1910-05-31,"Statlemate","Show of Ships",3,"None"
1910-11-01,"TUR","ITA",1910-12-28,"Released","Seizure",4,"None"
1910-11-19,"BOL","PER",1911-03-30,"Ongoing","Clash",4,"None"
1910-11-19,"BOL","PER",1911-03-30,"Compromise","Clash",4,"0-25"
1911-01-15,"USA","GUA",1911-01-15,"Statlemate","Show of Ships",3,"None"
1911-01-18,"COL","PER",1911-07-19,"Compromise","Clash",4,"0-25"
1911-01-25,"USA","MEX",1912-02-29,"Ongoing","Raid",4,"None"
1911-01-25,"USA","MEX",1912-02-29,"Statlemate","Raid",4,"None"
1911-01-27,"PER","ECU",1911-01-28,"Statlemate","Clash",4,"0-25"
1911-02-01,"PAR","ARG",1911-03-05,"Released","Seizure",4,"None"
1911-04-15,"FRN","MOR",1911-06-30,"Win A","Raid",4,"None"
1911-05-01,"PER","CHL",1911-10-20,"Statlemate","Show of troops",3,"None"
1911-05-23,"SPN","MOR",1911-12-30,"Win A","Raid",4,"None"
1911-07-01,"GMY","FRN",1911-10-11,"Compromise","Show of Ships",3,"None"
1911-07-16,"USA","HAI",1911-08-03,"Statlemate","Show of Ships",3,"None"
1911-07-16,"GMY","HAI",1911-08-03,"Statlemate","Show of Ships",3,"None"
1911-07-18,"GMY","NOR",1911-07-19,"Statlemate","Show of Ships",3,"None"
1911-07-21,"GMY","UKG",1911-07-21,"Compromise","Show of Ships",3,"None"
1911-09-05,"ITA","FRN",1911-09-05,"Statlemate","Show of Ships",3,"None"
1911-09-12,"ITA","TUR",1912-10-18,"Ongoing","Begin Interstate War",5,"None"
1911-09-12,"ITA","TUR",1912-10-18,"Win A","Begin Interstate War",5,"1,000+"
1911-10-02,"AUH","ITA",1911-10-15,"Compromise","Show of Ships",3,"None"
1911-11-02,"RUS","IRN",1912-09-29,"Ongoing","Clash",4,"None"
1911-11-02,"RUS","IRN",1912-09-29,"Win A","Clash",4,"None"
1911-12-24,"ITA","UKG",1911-12-24,"Released","Seizure",4,"None"
1912-01-01,"PAR","ARG",1912-02-18,"Yield A","Raid",4,"None"
1912-01-01,"PER","COL",1912-04-13,"Statlemate","Show of troops",3,"None"
1912-01-16,"ITA","FRN",1912-01-27,"Released","Seizure",4,"None"
1912-04-02,"HAI","DOM",1912-07-01,"Statlemate","Occupation of territory",4,"None"
1912-04-22,"PER","ECU",1913-03-31,"Ongoing","Occupation of territory",4,"None"
1912-04-22,"PER","ECU",1913-03-31,"Yield B","Occupation of territory",4,"None"
1912-06-01,"RUS","CHN",1912-08-26,"Statlemate","Raid",4,"None"
1912-08-01,"RUS","CHN",1913-11-05,"Ongoing","Raid",4,"None"
1912-08-01,"RUS","CHN",1913-11-05,"Yield A","Raid",4,"None"
1912-09-03,"BUL","TUR",1913-04-19,"Ongoing","Begin Interstate War",5,"None"
1912-09-03,"BUL","TUR",1913-04-19,"Win A","Begin Interstate War",5,"1,000+"
1912-09-30,"YUG","TUR",1913-04-19,"Ongoing","Begin Interstate War",5,"None"
1912-09-30,"YUG","TUR",1913-04-19,"Win A","Begin Interstate War",5,"1,000+"
1912-09-30,"GRC","TUR",1913-04-19,"Ongoing","Begin Interstate War",5,"None"
1912-09-30,"GRC","TUR",1913-04-19,"Win A","Begin Interstate War",5,"1,000+"
1912-11-02,"RUS","BUL",1913-03-31,"Ongoing","Show of Ships",3,"None"
1912-11-02,"RUS","BUL",1913-03-31,"Statlemate","Show of Ships",3,"None"
1912-11-21,"AUH","YUG",1912-12-03,"Statlemate","Mobilization",3,"None"
1912-11-21,"AUH","RUS",1912-12-03,"Statlemate","Mobilization",3,"None"
