"time","actor1","actor2","end_date","outcome","highact","hihost","fatlev"
1914-08-04,"TUR","RUS",1918-09-14,"Ongoing","Begin Interstate War",5,"None"
1914-08-04,"TUR","RUS",1918-09-14,"Win A","Begin Interstate War",5,"1,000+"
1914-08-08,"POR","GMY",1915-02-28,"Ongoing","Clash",4,"None"
1914-08-08,"POR","GMY",1915-02-28,"Statlemate","Clash",4,"26-100"
1914-08-12,"AUH","UKG",1918-11-03,"Ongoing","Clash",4,"None"
1914-08-12,"AUH","UKG",1918-11-03,"Ongoing","Begin Interstate War",5,"None"
1914-08-12,"AUH","UKG",1918-11-03,"Ongoing","Begin Interstate War",5,"None"
1914-08-12,"AUH","UKG",1918-11-03,"Ongoing","Begin Interstate War",5,"None"
1914-08-12,"AUH","UKG",1918-11-03,"Win B","Begin Interstate War",5,"1,000+"
1914-08-12,"AUH","FRN",1918-11-03,"Ongoing","Clash",4,"None"
1914-08-12,"AUH","FRN",1918-11-03,"Ongoing","Begin Interstate War",5,"None"
1914-08-12,"AUH","FRN",1918-11-03,"Ongoing","Begin Interstate War",5,"None"
1914-08-12,"AUH","FRN",1918-11-03,"Ongoing","Begin Interstate War",5,"None"
1914-08-12,"AUH","FRN",1918-11-03,"Win B","Begin Interstate War",5,"1,000+"
1914-08-13,"GRC","TUR",1914-08-18,"Statlemate","Show of Ships",3,"None"
1914-08-15,"GMY","JPN",1915-05-07,"Ongoing","Declaration of War",4,"None"
1914-08-15,"GMY","JPN",1915-05-07,"Win B","Declaration of War",4,"501-999"
1914-08-17,"BUL","YUG",1915-10-14,"Ongoing","Clash",4,"None"
1914-08-17,"BUL","YUG",1915-10-14,"Unclear","Clash",4,"None"
1914-08-20,"AUH","BEL",1914-10-10,"Statlemate","Declaration of War",4,"1,000+"
1914-08-24,"RUS","NTH",1914-08-24,"Statlemate","Raid",4,"None"
1914-08-25,"AUH","ITA",1914-08-25,"Statlemate","Show of troops",3,"None"
1914-08-25,"AUH","JPN",1915-05-07,"Ongoing","Declaration of War",4,"None"
1914-08-25,"AUH","JPN",1915-05-07,"Unclear","Declaration of War",4,"2510-500"
1914-08-25,"ITA","AUH",1915-05-23,"Ongoing","Declaration of War",4,"None"
1914-08-25,"ITA","AUH",1915-05-23,"Unclear","Declaration of War",4,"None"
1914-09-13,"ITA","ALB",1915-03-13,"Ongoing","Occupation of territory",4,"None"
1914-09-13,"ITA","ALB",1915-03-13,"Win A","Occupation of territory",4,"None"
1914-09-26,"JPN","CHN",1915-05-25,"Ongoing","Occupation of territory",4,"None"
1914-09-26,"JPN","CHN",1915-05-25,"Yield B","Occupation of territory",4,"None"
1914-10-05,"GMY","NTH",1918-08-27,"Ongoing","Raid",4,"None"
1914-10-05,"GMY","NTH",1918-08-27,"Ongoing","Raid",4,"None"
1914-10-05,"GMY","NTH",1918-08-27,"Ongoing","Raid",4,"None"
1914-10-05,"GMY","NTH",1918-08-27,"Ongoing","Raid",4,"None"
1914-10-05,"GMY","NTH",1918-08-27,"Unclear","Raid",4,"None"
1914-10-20,"ROM","GMY",1914-11-07,"Released","Seizure",4,"None"
1914-10-20,"ROM","TUR",1914-11-07,"Released","Seizure",4,"None"
1914-11-02,"TUR","YUG",1914-11-02,"Statlemate","Declaration of War",4,"None"
1914-11-15,"TUR","IRN",1917-03-20,"Ongoing","Clash",4,"None"
1914-11-15,"TUR","IRN",1917-03-20,"Ongoing","Clash",4,"None"
1914-11-15,"TUR","IRN",1917-03-20,"Ongoing","Clash",4,"None"
1914-11-15,"TUR","IRN",1917-03-20,"Yield B","Clash",4,"None"
1914-12-11,"TUR","ITA",1915-08-21,"Ongoing","Clash",4,"None"
1914-12-11,"TUR","ITA",1915-08-21,"Statlemate","Declaration of War",4,"None"
1914-12-13,"USA","HAI",1915-09-09,"Ongoing","Raid",4,"None"
1914-12-13,"USA","HAI",1915-09-09,"Yield B","Raid",4,"None"
1914-12-29,"GMY","ITA",1915-11-07,"Ongoing","Raid",4,"None"
1914-12-29,"GMY","ITA",1915-11-07,"Statlemate","Raid",4,"None"
1915-01-12,"ITA","TUR",1915-05-23,"Unclear","Declaration of War",4,"None"
1915-01-27,"GMY","USA",1916-02-04,"Ongoing","Raid",4,"None"
1915-01-27,"GMY","USA",1916-02-04,"Unclear","Raid",4,"None"
1915-02-18,"GMY","DEN",1915-11-11,"Unclear","Raid",4,"None"
1915-02-19,"GMY","NOR",1918-01-11,"Ongoing","Raid",4,"None"
1915-02-19,"GMY","NOR",1918-01-11,"Ongoing","Raid",4,"None"
1915-02-19,"GMY","NOR",1918-01-11,"Ongoing","Raid",4,"None"
1915-02-19,"GMY","NOR",1918-01-11,"Unclear","Raid",4,"None"
1915-03-07,"BUL","GRC",1915-10-12,"Unclear","Clash",4,"None"
1915-05-23,"AUH","ITA",1918-11-03,"Ongoing","Begin Interstate War",5,"None"
1915-05-23,"AUH","ITA",1918-11-03,"Ongoing","Begin Interstate War",5,"None"
1915-05-23,"AUH","ITA",1918-11-03,"Ongoing","Begin Interstate War",5,"None"
1915-05-23,"AUH","ITA",1918-11-03,"Win B","Begin Interstate War",5,"1,000+"
1915-06-02,"USA","MEX",1915-07-31,"Statlemate","Alert",3,"None"
1915-08-19,"GMY","SPN",1918-11-11,"Ongoing","Raid",4,"None"
1915-08-19,"GMY","SPN",1918-11-11,"Ongoing","Raid",4,"None"
1915-08-19,"GMY","SPN",1918-11-11,"Ongoing","Raid",4,"None"
1915-08-19,"GMY","SPN",1918-11-11,"Unclear","Raid",4,"None"
1915-08-21,"BUL","TUR",1915-09-22,"Yield B","Show of troops",3,"None"
1915-09-15,"BUL","ROM",1917-12-09,"Ongoing","Clash",4,"None"
1915-09-15,"BUL","ROM",1917-12-09,"Ongoing","Begin Interstate War",5,"None"
1915-09-15,"BUL","ROM",1917-12-09,"Win B","Begin Interstate War",5,"1,000+"
1915-09-21,"BUL","YUG",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1915-09-21,"BUL","YUG",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1915-09-21,"BUL","YUG",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1915-09-21,"BUL","YUG",1918-09-29,"Win A","Begin Interstate War",5,"1,000+"
1915-10-02,"BUL","RUS",1915-10-14,"Unclear","Clash",4,"None"
1915-10-04,"BUL","RUS",1915-10-19,"Statlemate","Declaration of War",4,"None"
1915-10-05,"GMY","YUG",1918-11-11,"Ongoing","Begin Interstate War",5,"None"
1915-10-05,"GMY","YUG",1918-11-11,"Ongoing","Begin Interstate War",5,"None"
1915-10-05,"GMY","YUG",1918-11-11,"Ongoing","Begin Interstate War",5,"None"
1915-10-05,"GMY","YUG",1918-11-11,"Win B","Begin Interstate War",5,"1,000+"
1915-10-05,"BUL","UKG",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1915-10-05,"BUL","UKG",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1915-10-05,"BUL","UKG",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1915-10-05,"BUL","UKG",1918-09-29,"Win B","Begin Interstate War",5,"1,000+"
1915-10-05,"BUL","FRN",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1915-10-05,"BUL","FRN",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1915-10-05,"BUL","FRN",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1915-10-05,"BUL","FRN",1918-09-29,"Win B","Begin Interstate War",5,"1,000+"
1915-10-13,"BUL","GRC",1917-06-29,"Ongoing","Declaration of War",4,"None"
1915-10-13,"BUL","GRC",1917-06-29,"Ongoing","Declaration of War",4,"None"
1915-10-13,"BUL","GRC",1917-06-29,"Unclear","Declaration of War",4,"None"
1915-10-19,"BUL","ITA",1915-10-19,"Statlemate","Declaration of War",4,"None"
1915-12-15,"AUH","USA",1915-12-15,"Statlemate","Raid",4,"None"
1916-01-04,"ALB","GMY",1918-11-11,"Ongoing","Declaration of War",4,"None"
1916-01-04,"ALB","GMY",1918-11-11,"Ongoing","Declaration of War",4,"None"
1916-01-04,"ALB","GMY",1918-11-11,"Unclear","Declaration of War",4,"None"
1916-01-04,"ALB","AUH",1918-11-03,"Ongoing","Declaration of War",4,"None"
1916-01-04,"ALB","AUH",1918-11-03,"Ongoing","Declaration of War",4,"None"
1916-01-04,"ALB","AUH",1918-11-03,"Unclear","Declaration of War",4,"None"
1916-01-04,"ALB","BUL",1918-09-29,"Ongoing","Declaration of War",4,"None"
1916-01-04,"ALB","BUL",1918-09-29,"Ongoing","Declaration of War",4,"None"
1916-01-04,"ALB","BUL",1918-09-29,"Unclear","Declaration of War",4,"None"
1916-01-04,"ALB","TUR",1918-11-11,"Ongoing","Declaration of War",4,"None"
1916-01-04,"ALB","TUR",1918-11-11,"Ongoing","Declaration of War",4,"None"
1916-01-04,"ALB","TUR",1918-11-11,"Unclear","Declaration of War",4,"None"
1916-01-11,"FRN","GRC",1916-07-11,"Statlemate","Occupation of territory",4,"None"
1916-01-16,"TUR","GRC",1917-06-29,"Ongoing","Declaration of War",4,"None"
1916-01-16,"TUR","GRC",1917-06-29,"Unclear","Declaration of War",4,"None"
1916-02-23,"GMY","POR",1918-11-11,"Ongoing","Declaration of War",4,"None"
1916-02-23,"GMY","POR",1918-11-11,"Ongoing","Begin Interstate War",5,"None"
1916-02-23,"GMY","POR",1918-11-11,"Win B","Begin Interstate War",5,"1,000+"
1916-02-23,"AUH","POR",1916-08-23,"Unclear","Declaration of War",4,"None"
1916-03-02,"GMY","USA",1918-11-11,"Ongoing","Raid",4,"None"
1916-03-02,"GMY","USA",1918-11-11,"Ongoing","Begin Interstate War",5,"None"
1916-03-02,"GMY","USA",1918-11-11,"Win A","Begin Interstate War",5,"1,000+"
1916-03-10,"USA","MEX",1917-02-05,"Ongoing","Clash",4,"None"
1916-03-10,"USA","MEX",1917-02-05,"Win A","Clash",4,"None"
1916-05-03,"UKG","MEX",1916-05-04,"Unclear","Seizure",4,"None"
1916-06-01,"BUL","RUS",1917-12-15,"Ongoing","Begin Interstate War",5,"None"
1916-06-01,"BUL","RUS",1917-12-15,"Win A","Begin Interstate War",5,"1,000+"
1916-06-06,"UKG","GRC",1917-06-27,"Ongoing","Clash",4,"None"
1916-06-06,"UKG","GRC",1917-06-27,"Yield B","Clash",4,"26-100"
1916-06-06,"FRN","GRC",1917-06-27,"Ongoing","Clash",4,"None"
1916-06-06,"FRN","GRC",1917-06-27,"Yield B","Clash",4,"26-100"
1916-08-01,"JPN","CHN",1917-04-13,"Ongoing","Clash",4,"None"
1916-08-01,"JPN","CHN",1917-04-13,"Statlemate","Clash",4,"26-100"
1916-08-11,"BUL","ITA",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1916-08-11,"BUL","ITA",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1916-08-11,"BUL","ITA",1918-09-29,"Win B","Begin Interstate War",5,"1,000+"
1916-08-11,"TUR","ITA",1918-10-30,"Ongoing","Begin Interstate War",5,"None"
1916-08-11,"TUR","ITA",1918-10-30,"Ongoing","Begin Interstate War",5,"None"
1916-08-11,"TUR","ITA",1918-10-30,"Win B","Begin Interstate War",5,"1,000+"
1916-08-11,"GMY","ITA",1918-11-11,"Ongoing","Begin Interstate War",5,"None"
1916-08-11,"GMY","ITA",1918-11-11,"Ongoing","Begin Interstate War",5,"None"
1916-08-11,"GMY","ITA",1918-11-11,"Win B","Begin Interstate War",5,"1,000+"
1916-08-14,"ROM","GMY",1916-08-27,"Unclear","Declaration of War",4,"None"
1916-08-17,"TUR","YUG",1918-10-30,"Ongoing","Begin Interstate War",5,"None"
1916-08-17,"TUR","YUG",1918-10-30,"Ongoing","Begin Interstate War",5,"None"
1916-08-17,"TUR","YUG",1918-10-30,"Win B","Begin Interstate War",5,"1,000+"
1916-08-27,"AUH","ROM",1917-12-09,"Ongoing","Begin Interstate War",5,"None"
1916-08-27,"AUH","ROM",1917-12-09,"Win A","Begin Interstate War",5,"1,000+"
1916-08-27,"GMY","ROM",1917-12-09,"Ongoing","Begin Interstate War",5,"None"
1916-08-27,"GMY","ROM",1917-12-09,"Win A","Begin Interstate War",5,"1,000+"
1916-08-30,"TUR","ROM",1917-12-09,"Ongoing","Begin Interstate War",5,"None"
1916-08-30,"TUR","ROM",1917-12-09,"Win A","Begin Interstate War",5,"1,000+"
1916-11-27,"GMY","GRC",1917-06-29,"Ongoing","Declaration of War",4,"None"
1916-11-27,"GMY","GRC",1917-06-29,"Unclear","Declaration of War",4,"None"
1916-11-29,"USA","DOM",1917-05-29,"Ongoing","Occupation of territory",4,"None"
1916-11-29,"USA","DOM",1917-05-29,"Win A","Occupation of territory",4,"None"
1917-01-31,"AUH","USA",1917-01-31,"Statlemate","Threat to use force",2,"None"
1917-02-09,"CHN","GMY",1918-11-11,"Ongoing","Declaration of War",4,"None"
1917-02-09,"CHN","GMY",1918-11-11,"Unclear","Declaration of War",4,"None"
1917-02-19,"GUA","HON",1917-09-03,"Compromise","Occupation of territory",4,"None"
1917-04-04,"CUB","GMY",1918-11-11,"Ongoing","Declaration of War",4,"None"
1917-04-04,"CUB","GMY",1918-11-11,"Unclear","Declaration of War",4,"None"
1917-04-04,"GMY","ARG",1917-06-22,"Unclear","Raid",4,"None"
1917-04-05,"GMY","BRA",1918-11-11,"Ongoing","Raid",4,"None"
1917-04-05,"GMY","BRA",1918-11-11,"Unclear","Raid",4,"None"
1917-06-27,"AUH","GRC",1918-11-03,"Ongoing","Begin Interstate War",5,"None"
1917-06-27,"AUH","GRC",1918-11-03,"Win B","Begin Interstate War",5,"1,000+"
1917-06-27,"GMY","GRC",1918-11-11,"Ongoing","Begin Interstate War",5,"None"
1917-06-27,"GMY","GRC",1918-11-11,"Win B","Begin Interstate War",5,"1,000+"
1917-06-27,"TUR","GRC",1918-10-30,"Ongoing","Begin Interstate War",5,"None"
1917-06-27,"TUR","GRC",1918-10-30,"Win A","Begin Interstate War",5,"1,000+"
1917-06-27,"BUL","GRC",1918-09-29,"Ongoing","Begin Interstate War",5,"None"
1917-06-27,"BUL","GRC",1918-09-29,"Win B","Begin Interstate War",5,"1,000+"
1917-07-22,"THI","GMY",1918-11-11,"Ongoing","Declaration of War",4,"None"
1917-07-22,"THI","GMY",1918-11-11,"Unclear","Declaration of War",4,"None"
1917-07-22,"THI","AUH",1918-11-03,"Ongoing","Declaration of War",4,"None"
1917-07-22,"THI","AUH",1918-11-03,"Unclear","Declaration of War",4,"None"
1917-08-14,"CHN","AUH",1918-11-11,"Ongoing","Declaration of War",4,"None"
1917-08-14,"CHN","AUH",1918-11-11,"Unclear","Declaration of War",4,"None"
1917-11-21,"JPN","RUS",1920-04-01,"Ongoing","Clash",4,"None"
1917-11-21,"JPN","RUS",1920-04-01,"Ongoing","Clash",4,"None"
1917-11-21,"JPN","RUS",1920-04-01,"Ongoing","Clash",4,"None"
1917-11-21,"JPN","RUS",1920-04-01,"Win A","Clash",4,"None"
1917-12-05,"CHN","RUS",1917-12-29,"Win A","Clash",4,"None"
1917-12-07,"AUH","USA",1917-12-07,"Statlemate","Declaration of War",4,"None"
1918-01-02,"ROM","RUS",1918-03-09,"Win A","Raid",4,"None"
1918-01-12,"USA","RUS",1920-04-01,"Ongoing","Clash",4,"None"
1918-01-12,"USA","RUS",1920-04-01,"Ongoing","Clash",4,"None"
1918-01-12,"USA","RUS",1920-04-01,"Win B","Clash",4,"None"
1918-01-12,"UKG","RUS",1920-04-01,"Ongoing","Clash",4,"None"
1918-01-12,"UKG","RUS",1920-04-01,"Ongoing","Clash",4,"None"
1918-01-12,"UKG","RUS",1920-04-01,"Win B","Clash",4,"None"
1918-02-10,"TUR","RUS",1918-02-10,"Statlemate","Raid",4,"None"
1918-02-19,"GMY","RUS",1918-03-06,"Statlemate","Occupation of territory",4,"None"
1918-03-30,"MEX","USA",1918-04-11,"Statlemate","Clash",4,"None"
1918-04-01,"JPN","CHN",1919-07-19,"Ongoing","Clash",4,"None"
1918-04-01,"JPN","CHN",1919-07-19,"Yield B","Clash",4,"26-100"
1918-04-23,"GUA","GMY",1918-11-11,"Unclear","Declaration of War",4,"None"
1918-05-08,"NIC","GMY",1918-11-11,"Unclear","Declaration of War",4,"None"
1918-05-08,"NIC","AUH",1918-11-03,"Unclear","Declaration of War",4,"None"
1918-05-19,"HON","GMY",1918-11-11,"Unclear","Declaration of War",4,"None"
1918-06-28,"FRN","RUS",1920-04-01,"Ongoing","Clash",4,"None"
1918-06-28,"FRN","RUS",1920-04-01,"Ongoing","Clash",4,"None"
1918-06-28,"FRN","RUS",1920-04-01,"Win B","Clash",4,"None"
1918-06-28,"ITA","RUS",1920-04-01,"Ongoing","Clash",4,"None"
1918-06-28,"ITA","RUS",1920-04-01,"Ongoing","Clash",4,"None"
1918-06-28,"ITA","RUS",1920-04-01,"Win B","Clash",4,"None"
1918-07-01,"UKG","RUS",1920-02-15,"Ongoing","Raid",4,"None"
1918-07-01,"UKG","RUS",1920-02-15,"Ongoing","Raid",4,"None"
1918-07-01,"UKG","RUS",1920-02-15,"Win B","Raid",4,"None"
1918-07-02,"NIC","HON",1918-08-30,"Statlemate","Raid",4,"None"
1918-09-15,"FRN","ALB",1918-11-05,"Yield B","Occupation of territory",4,"None"
1918-09-15,"ITA","ALB",1918-11-05,"Yield B","Occupation of territory",4,"None"
1918-09-15,"YUG","ALB",1918-11-05,"Yield B","Occupation of territory",4,"None"
1918-10-24,"AUH","USA",1918-11-03,"Win A","Begin Interstate War",5,"1,000+"
1918-11-01,"BOL","PAR",1918-12-31,"Statlemate","Fortify border",3,"None"
1918-11-01,"ROM","YUG",1918-11-30,"Statlemate","Clash",4,"0-25"
1918-11-03,"IRN","RUS",1918-11-03,"Statlemate","Raid",4,"None"
1918-11-11,"RUS","LIT",1920-07-12,"Ongoing","Occupation of territory",4,"None"
1918-11-11,"RUS","LIT",1920-07-12,"Ongoing","Occupation of territory",4,"None"
1918-11-11,"RUS","LIT",1920-07-12,"Win B","Occupation of territory",4,"None"
1918-11-22,"RUS","EST",1920-01-03,"Ongoing","Begin Interstate War",5,"None"
1918-11-22,"RUS","EST",1920-01-03,"Ongoing","Begin Interstate War",5,"None"
1918-11-22,"RUS","EST",1920-01-03,"Win B","Begin Interstate War",5,"1,000+"
1918-12-12,"RUS","UKG",1920-02-01,"Ongoing","Begin Interstate War",5,"None"
1918-12-12,"RUS","UKG",1920-02-01,"Ongoing","Begin Interstate War",5,"None"
1918-12-12,"RUS","UKG",1920-02-01,"Win B","Begin Interstate War",5,"None"
1918-12-13,"RUS","FIN",1920-04-30,"Ongoing","Mobilization",3,"None"
1918-12-13,"RUS","FIN",1920-04-30,"Ongoing","Begin Interstate War",5,"None"
1918-12-13,"RUS","FIN",1920-04-30,"Win B","Begin Interstate War",5,"1,000+"
1918-12-17,"GRC","RUS",1919-04-06,"Ongoing","Raid",4,"None"
1918-12-17,"GRC","RUS",1919-04-06,"Win B","Raid",4,"None"
1918-12-17,"ROM","RUS",1919-04-06,"Ongoing","Raid",4,"None"
1918-12-17,"ROM","RUS",1919-04-06,"Win B","Raid",4,"None"
1919-01-01,"RUS","POL",1920-11-18,"Ongoing","Begin Interstate War",5,"None"
1919-01-01,"RUS","POL",1920-11-18,"Win A","Begin Interstate War",5,"1,000+"
1919-01-01,"RUS","GMY",1919-04-15,"Statlemate","Begin Interstate War",5,"1,000+"
1919-01-09,"RUS","POL",1920-07-12,"Ongoing","Occupation of territory",4,"None"
1919-01-09,"RUS","POL",1920-07-12,"Win A","Occupation of territory",4,"None"
1919-01-23,"CZE","POL",1919-02-01,"Compromise","Clash",4,"None"
1919-02-01,"RUS","EST",1920-01-03,"Ongoing","Begin Interstate War",5,"None"
1919-02-01,"RUS","EST",1920-01-03,"Win B","Begin Interstate War",5,"1,000+"
1919-03-16,"SPN","GMY",1919-03-16,"Unclear","Raid",4,"None"
1919-03-20,"UKG","HUN",1919-08-04,"Win A","Clash",4,"None"
1919-03-20,"FRN","HUN",1919-08-18,"Win A","Clash",4,"None"
1919-03-20,"ITA","HUN",1919-08-18,"Win A","Clash",4,"None"
1919-03-24,"YUG","HUN",1919-08-18,"Win A","Raid",4,"1,000+"
1919-03-27,"RUS","FRN",1920-02-01,"Ongoing","Begin Interstate War",5,"None"
1919-03-27,"RUS","FRN",1920-02-01,"Win B","Begin Interstate War",5,"1,000+"
1919-03-28,"CZE","HUN",1919-08-18,"Win A","Begin Interstate War",5,"1,000+"
1919-04-01,"RUS","DEN",1919-09-30,"Win B","Seizure",4,"1,000+"
1919-04-04,"POL","LIT",1921-04-09,"Ongoing","Occupation of territory",4,"None"
1919-04-04,"POL","LIT",1921-04-09,"Ongoing","Begin Interstate War",5,"None"
1919-04-04,"POL","LIT",1921-04-09,"Statlemate","Raid",4,"1,000+"
1919-04-10,"ROM","HUN",1919-08-18,"Win A","Begin Interstate War",5,"1,000+"
1919-04-16,"GMY","UKG",1919-12-15,"Win B","Raid",4,"26-100"
1919-04-16,"GMY","FRN",1919-12-15,"Win B","Raid",4,"None"
1919-04-29,"ITA","TUR",1921-03-13,"Ongoing","Raid",4,"None"
1919-04-29,"ITA","TUR",1921-03-13,"Ongoing","Raid",4,"None"
1919-04-29,"ITA","TUR",1921-03-13,"Win B","Raid",4,"None"
1919-05-02,"YUG","AUS",1919-06-09,"Compromise","Clash",4,"None"
1919-05-04,"GRC","TUR",1922-10-11,"Ongoing","Begin Interstate War",5,"None"
1919-05-04,"GRC","TUR",1922-10-11,"Ongoing","Begin Interstate War",5,"None"
1919-05-04,"GRC","TUR",1922-10-11,"Ongoing","Begin Interstate War",5,"None"
1919-05-04,"GRC","TUR",1922-10-11,"Win B","Begin Interstate War",5,"1,000+"
1919-05-26,"FIN","RUS",1920-10-14,"Ongoing","Clash",4,"None"
1919-05-26,"FIN","RUS",1920-10-14,"Compromise","Clash",4,"None"
1919-06-01,"GMY","EST",1919-12-15,"Win B","Begin Interstate War",5,"1,000+"
1919-06-16,"USA","MEX",1920-02-25,"Ongoing","Raid",4,"None"
1919-06-16,"USA","MEX",1920-02-25,"Statlemate","Raid",4,"None"
1919-07-01,"CHN","RUS",1919-10-25,"Yield B","Raid",4,"None"
1919-08-01,"JPN","RUS",1919-10-25,"Released","Seizure",4,"None"
1919-08-20,"JPN","CHN",1919-10-25,"Statlemate","Alert",3,"None"
1919-10-16,"GMY","POL",1919-12-15,"Win B","Raid",4,"26-100"
1919-11-01,"FRN","TUR",1921-10-20,"Ongoing","Begin Interstate War",5,"None"
1919-11-01,"FRN","TUR",1921-10-20,"Ongoing","Begin Interstate War",5,"None"
1919-11-01,"FRN","TUR",1921-10-20,"Yield A","Begin Interstate War",5,"1,000+"
1919-11-25,"JPN","CHN",1919-12-30,"Statlemate","Show of Ships",3,"None"
1920-01-03,"RUS","POL",1920-02-01,"Win B","Begin Interstate War",5,"1,000+"
1920-02-01,"HON","NIC",1920-02-28,"Compromise","Mobilization",3,"None"
1920-02-01,"UKG","RUS",1920-04-06,"Win B","Raid",4,"None"
1920-03-16,"UKG","TUR",1920-08-23,"Statlemate","Occupation of territory",4,"None"
1920-03-16,"FRN","TUR",1920-08-23,"Statlemate","Occupation of territory",4,"None"
1920-03-16,"ITA","TUR",1920-08-23,"Statlemate","Occupation of territory",4,"None"
1920-04-02,"GMY","FRN",1920-07-16,"Win A","Occupation of territory",4,"None"
1920-04-02,"JPN","RUS",1922-10-25,"Ongoing","Raid",4,"None"
1920-04-02,"JPN","RUS",1922-10-25,"Ongoing","Raid",4,"None"
1920-04-02,"JPN","RUS",1922-10-25,"Yield B","Raid",4,"None"
1920-04-09,"GMY","BEL",1920-04-09,"Win A","Show of troops",3,"None"
1920-04-28,"JPN","RUS",1921-09-23,"Ongoing","Occupation of territory",4,"None"
1920-04-28,"JPN","RUS",1921-09-23,"Yield B","Occupation of territory",4,"None"
1920-05-08,"RUS","IRN",1921-02-24,"Ongoing","Raid",4,"None"
1920-05-08,"RUS","IRN",1921-02-24,"Statlemate","Raid",4,"None"
1920-05-18,"RUS","UKG",1921-02-24,"Ongoing","Raid",4,"None"
1920-05-18,"RUS","UKG",1921-02-24,"Statlemate","Raid",4,"None"
1920-06-06,"ITA","ALB",1920-07-28,"Yield A","Raid",4,"None"
1920-06-07,"JPN","CHN",1920-10-31,"Statlemate","Occupation of territory",4,"None"
1920-07-12,"UKG","RUS",1920-08-03,"Statlemate","Threat to use force",2,"None"
1920-07-15,"CHL","BOL",1920-08-22,"Statlemate","Clash",4,"None"
1920-07-25,"CHL","PER",1920-08-22,"Statlemate","Clash",4,"None"
1921-01-06,"USA","CUB",1921-01-06,"Yield B","Threat to use force",2,"None"
1921-02-21,"COS","PAN",1921-09-09,"Yield B","Clash",4,"None"
1921-02-27,"RUS","TUR",1921-05-31,"Compromise","Show of troops",3,"None"
1921-02-28,"USA","PAN",1921-09-09,"Yield B","Clash",4,"None"
1921-03-03,"UKG","GMY",1921-11-05,"Compromise","Occupation of territory",4,"None"
1921-03-03,"BEL","GMY",1921-11-05,"Compromise","Occupation of territory",4,"None"
1921-03-03,"FRN","GMY",1921-11-05,"Compromise","Occupation of territory",4,"None"
1921-03-15,"POL","GMY",1921-10-20,"Compromise","Clash",4,"None"
1921-05-01,"USA","SAL",1921-05-31,"Statlemate","Show of Ships",3,"None"
1921-05-05,"ITA","GMY",1921-05-05,"Compromise","Threat to occupy terr.",2,"None"
1921-06-25,"RUS","EST",1921-11-25,"Statlemate","Threat to use force",2,"None"
1921-07-06,"RUS","CHN",1921-11-05,"Win A","Occupation of territory",4,"None"
1921-08-06,"YUG","ALB",1921-10-18,"Compromise","Clash",4,"None"
1921-08-28,"HUN","AUS",1921-10-13,"Yield B","Clash",4,"None"
1921-09-01,"RUS","CHN",1922-03-31,"Ongoing","Occupation of territory",4,"None"
1921-09-01,"RUS","CHN",1922-03-31,"Win A","Occupation of territory",4,"None"
1921-10-01,"BOL","PAR",1921-12-31,"Statlemate","Fortify border",3,"None"
1922-01-13,"YUG","HUN",1923-01-31,"Ongoing","Mobilization",3,"None"
1922-01-13,"YUG","HUN",1923-01-31,"Statlemate","Mobilization",3,"None"
1922-01-13,"ROM","HUN",1923-01-31,"Ongoing","Mobilization",3,"None"
1922-01-13,"ROM","HUN",1923-01-31,"Statlemate","Mobilization",3,"None"
1922-02-01,"HON","NIC",1922-08-20,"Compromise","Clash",4,"101-250"
1922-04-01,"AFG","RUS",1922-07-29,"Yield B","Show of troops",3,"None"
1922-07-29,"UKG","GRC",1922-07-29,"Yield B","Threat to use force",2,"None"
1922-07-29,"FRN","GRC",1922-07-29,"Yield B","Threat to use force",2,"None"
1922-08-15,"FRN","GMY",1923-07-11,"Ongoing","Occupation of territory",4,"None"
1922-08-15,"FRN","GMY",1923-07-11,"Compromise","Occupation of territory",4,"None"
1922-08-24,"CZE","AUS",1922-09-15,"Statlemate","Show of troops",3,"None"
1922-08-24,"ITA","AUS",1922-09-15,"Statlemate","Threat to use force",2,"None"
1922-08-24,"YUG","AUS",1922-09-15,"Statlemate","Show of troops",3,"None"
1922-09-01,"UKG","AUS",1922-09-15,"Statlemate","Show of Ships",3,"None"
1922-09-01,"UKG","ROM",1922-09-15,"Statlemate","Show of Ships",3,"None"
1922-09-01,"HUN","AUS",1922-09-15,"Statlemate","Show of troops",3,"None"
1922-09-01,"HUN","ROM",1922-09-15,"Statlemate","Show of troops",3,"None"
1922-09-01,"CZE","ROM",1922-09-15,"Statlemate","Show of troops",3,"None"
1922-09-01,"ITA","ROM",1922-09-15,"Statlemate","Show of troops",3,"None"
1922-09-01,"YUG","ROM",1922-09-15,"Statlemate","Show of troops",3,"None"
1922-09-16,"UKG","TUR",1923-07-24,"Ongoing","Occupation of territory",4,"None"
